#{"t_start": 1590682203.3824449, "env_id": "zhedLevel4-v0"}
r,l,t
-1030,4,2.266696
-990,2,2.267695
-990,2,2.268694
-1020,5,2.269694
-1020,5,2.271693
-990,2,2.272692
-990,2,2.272692
-1010,4,2.274691
-1040,7,2.27669
-990,2,2.277689
-1040,5,2.279688
-1000,3,2.280688
-1010,4,2.281687
-1030,6,2.283686
-1000,3,2.284685
-990,2,2.285685
-1010,4,2.287683
-990,2,2.287683
-1020,5,2.289682
-1010,4,2.291681
-1020,3,2.292681
-990,2,2.292681
-1010,2,2.29368
-1020,5,2.295679
-990,2,2.295679
-990,2,2.296678
-1050,6,2.298677
-990,2,2.299677
-1010,2,2.300676
-1010,4,2.301676
-1020,5,2.320665
-1010,2,2.321665
-1000,3,2.322664
-990,2,2.323663
-990,2,2.324662
-1010,2,2.325662
-990,2,2.325662
1010,2,2.326661
-990,2,2.327661
-990,2,2.32866
-1010,4,2.32966
-990,2,2.330659
-990,2,2.331658
-990,2,2.331658
-1010,2,2.332658
-1000,3,2.333657
-1000,3,2.334657
-1010,4,2.336655
-1020,5,2.338654
-990,2,2.338654
-1010,2,2.339653
-1010,4,2.340653
-990,2,2.341652
-990,2,2.342652
-990,2,2.343652
-1010,2,2.343652
-1040,7,2.34665
1010,2,2.347649
-990,2,2.347649
-1010,2,2.348648
-990,2,2.349648
-1030,4,2.350647
-990,2,2.351647
-1010,2,2.352646
-990,2,2.353646
-1000,3,2.354645
-1030,4,2.355644
-1000,3,2.356644
-1010,2,2.357643
-990,2,2.358643
-1000,3,2.359642
-1000,3,2.360641
-990,2,2.361641
-1030,6,2.36364
-990,2,2.364639
-1050,8,2.384628
-990,2,2.385627
-1000,3,2.386626
-1020,3,2.387626
-1000,3,2.388625
-1000,3,2.389625
-990,2,2.390624
-1010,4,2.391624
-990,2,2.392623
1010,2,2.393622
-1000,3,2.394622
-1010,4,2.396621
-1030,4,2.39762
-1020,5,2.399619
-1010,4,2.400619
-1000,3,2.401618
-1010,2,2.402617
-1010,4,2.404616
-1020,5,2.405616
-1030,6,2.408614
-1020,5,2.409614
-990,2,2.410613
-990,2,2.411612
-1010,2,2.412612
-990,2,2.413611
-990,2,2.413611
-990,2,2.414611
-1010,4,2.416609
-990,2,2.416609
-1000,3,2.418609
1010,2,2.418609
-1000,3,2.419608
-1000,3,2.421607
-1030,6,2.423605
-1010,4,2.424605
-990,2,2.425604
-1010,2,2.426604
-990,2,2.426604
-1000,3,2.428603
-990,2,2.428603
-1000,3,2.429602
-990,2,2.430601
-990,2,2.431601
-1010,2,2.44959
-1020,3,2.45059
-1020,3,2.451589
-1020,3,2.452589
-990,2,2.453588
-1020,5,2.455587
-1010,4,2.456586
-990,2,2.457586
-1010,2,2.458585
-990,2,2.458585
-990,2,2.459584
-1030,4,2.461583
-990,2,2.461583
-1000,3,2.462583
-990,2,2.463582
-1060,7,2.46658
-1000,3,2.46758
-1000,3,2.46858
-990,2,2.469579
-1020,5,2.470578
-1000,3,2.471578
-1010,4,2.473577
-1040,5,2.475575
-1040,5,2.476575
-1060,9,2.480573
-1060,7,2.482571
-1040,5,2.48457
-990,2,2.48557
-1000,3,2.486569
-990,2,2.487569
-1030,4,2.488568
-1020,3,2.489568
-990,2,2.490567
-990,2,2.491566
-1010,2,2.491566
-990,2,2.492566
-1010,4,2.493566
-1000,3,2.495564
-990,2,2.513554
-1050,6,2.515552
-990,2,2.516553
-1020,5,2.517551
-1000,3,2.51955
970,6,2.521549
1010,2,2.522548
-1000,3,2.523548
-1020,5,2.525547
-990,2,2.525547
-1000,3,2.526546
-1010,4,2.528545
-1010,2,2.529544
-1000,3,2.530544
-1010,2,2.530544
-1020,3,2.532543
-1030,4,2.533542
-1040,5,2.535541
-1010,2,2.53654
-1010,4,2.537539
-990,2,2.538539
-1010,2,2.539538
-1040,5,2.540538
-1020,3,2.541537
-990,2,2.542537
-990,2,2.543536
-990,2,2.544536
-990,2,2.544536
-1010,4,2.546535
1000,3,2.547534
-1020,3,2.548533
-1030,4,2.550532
-1010,2,2.550532
-1010,2,2.551532
-1010,4,2.55353
-1000,3,2.55453
-1000,3,2.555529
-990,2,2.556529
-1010,2,2.556529
-990,2,2.557528
-1000,3,2.558527
-1010,2,2.559527
-990,2,2.577517
-1020,5,2.579516
-990,2,2.580515
-990,2,2.580515
-990,2,2.581514
-1000,3,2.582514
-1020,5,2.584513
-990,2,2.585512
-1000,3,2.586512
-1000,3,2.587511
-990,2,2.588511
-1000,3,2.58951
-1030,4,2.590509
-1010,4,2.591509
-1010,4,2.593508
-1010,2,2.594507
-990,2,2.594507
-990,2,2.595506
-1010,4,2.597505
-1010,2,2.597505
-1010,4,2.599504
-1000,3,2.600503
-1000,3,2.601503
-1000,3,2.602502
-1030,4,2.603502
-990,2,2.604501
-1010,4,2.6065
-1000,3,2.607499
-1020,5,2.608499
1010,2,2.609498
-990,2,2.610498
990,4,2.611497
-1040,7,2.614496
-1050,6,2.616494
-1010,2,2.617494
1010,2,2.618493
-1010,4,2.619493
-1000,3,2.620492
-990,2,2.621491
-990,2,2.622491
-1000,3,2.62349
-1010,2,2.64148
1000,3,2.642479
-1000,3,2.643479
-1040,5,2.645478
-1010,2,2.646477
-1010,4,2.647476
