#{"t_start": 1590672061.2913308, "env_id": "zhedLevel1-v0"}
r,l,t
1000,1,0.742573
-1000,1,0.743572
-1000,1,0.743572
-1000,1,0.743572
-1000,1,0.744572
-1000,1,0.744572
-1000,1,0.940459
-1000,1,0.940459
-1000,1,0.940459
-1000,1,0.941459
-1000,1,0.941459
-1000,1,0.942458
-1000,1,0.942458
-1000,1,0.942458
-1000,1,0.943458
1000,1,0.943458
-1000,1,0.944457
-1000,1,0.944457
-1000,1,0.944457
-1000,1,0.945457
-1000,1,0.945457
1000,1,0.946456
-1000,1,0.946456
-1000,1,0.946456
1000,1,0.947455
-1000,1,0.947455
1000,1,0.948454
-1000,1,0.948454
-1000,1,0.948454
-1000,1,0.949455
-1000,1,0.949455
1000,1,0.949455
-1000,1,0.950454
-1000,1,0.950454
1000,1,0.951453
-1000,1,0.951453
-1000,1,0.951453
-1000,1,0.952452
-1000,1,0.952452
1000,1,0.953452
1000,1,0.953452
-1000,1,0.953452
-1000,1,0.954451
-1000,1,0.954451
-1000,1,0.954451
-1000,1,0.95545
-1000,1,0.95545
1000,1,0.95645
-1000,1,0.95645
1000,1,0.95645
1000,1,0.957449
-1000,1,0.957449
-1000,1,0.958449
-1000,1,0.958449
-1000,1,0.958449
-1000,1,0.959448
1000,1,0.959448
-1000,1,0.960448
-1000,1,0.960448
1000,1,0.960448
-1000,1,0.961447
1000,1,0.961447
-1000,1,0.962447
-1000,1,0.962447
1000,1,0.962447
-1000,1,0.963446
-1000,1,0.963446
1000,1,0.963446
-1000,1,0.964445
1000,1,0.964445
-1000,1,0.965445
-1000,1,0.965445
-1000,1,0.965445
1000,1,0.966444
1000,1,0.966444
1000,1,0.967444
-1000,1,0.967444
1000,1,0.967444
1000,1,0.968443
-1000,1,0.968443
-1000,1,0.969443
-1000,1,0.969443
-1000,1,0.969443
1000,1,0.970442
-1000,1,0.970442
-1000,1,0.970442
-1000,1,0.971442
-1000,1,0.971442
-1000,1,0.97244
1000,1,0.97244
-1000,1,0.97244
-1000,1,0.97344
-1000,1,0.97344
-1000,1,0.97344
-1000,1,0.97444
-1000,1,0.97444
-1000,1,0.975439
-1000,1,0.975439
-1000,1,0.975439
-1000,1,0.976439
-1000,1,0.976439
-1000,1,0.977438
-1000,1,0.977438
-1000,1,0.977438
-1000,1,0.978437
-1000,1,0.978437
-1000,1,0.979437
-1000,1,0.979437
-1000,1,0.979437
-1000,1,0.980436
-1000,1,0.980436
1000,1,0.981436
-1000,1,0.981436
1000,1,0.981436
1000,1,0.982435
-1000,1,0.982435
-1000,1,0.982435
-1000,1,0.983434
1000,1,0.983434
-1000,1,0.984434
1000,1,0.984434
-1000,1,0.984434
1000,1,0.985433
1000,1,0.985433
-1000,1,0.986433
1000,1,0.986433
1000,1,0.986433
-1000,1,0.987432
-1000,1,0.987432
-1000,1,0.987432
1000,1,0.988432
-1000,1,0.988432
-1000,1,0.989431
-1000,1,0.989431
-1000,1,1.007421
-1000,1,1.007421
-1000,1,1.008421
-1000,1,1.008421
-1000,1,1.009419
-1000,1,1.009419
-1000,1,1.009419
1000,1,1.010419
-1000,1,1.010419
-1000,1,1.011418
-1000,1,1.011418
-1000,1,1.011418
-1000,1,1.012418
1000,1,1.012418
1000,1,1.012418
-1000,1,1.013417
1000,1,1.013417
-1000,1,1.014416
-1000,1,1.014416
-1000,1,1.014416
-1000,1,1.015416
1000,1,1.015416
-1000,1,1.015416
-1000,1,1.016416
1000,1,1.016416
-1000,1,1.017415
-1000,1,1.017415
1000,1,1.017415
-1000,1,1.018414
1000,1,1.018414
-1000,1,1.018414
-1000,1,1.019413
-1000,1,1.019413
-1000,1,1.020413
-1000,1,1.020413
-1000,1,1.020413
-1000,1,1.021413
-1000,1,1.021413
-1000,1,1.021413
-1000,1,1.022412
1000,1,1.022412
-1000,1,1.023411
1000,1,1.023411
1000,1,1.023411
-1000,1,1.024411
-1000,1,1.024411
-1000,1,1.024411
1000,1,1.02541
-1000,1,1.02541
-1000,1,1.02641
-1000,1,1.02641
-1000,1,1.02641
-1000,1,1.027409
1000,1,1.027409
-1000,1,1.028408
-1000,1,1.028408
-1000,1,1.028408
-1000,1,1.029408
-1000,1,1.029408
1000,1,1.029408
-1000,1,1.030407
-1000,1,1.030407
1000,1,1.031407
-1000,1,1.031407
-1000,1,1.031407
-1000,1,1.032406
-1000,1,1.032406
-1000,1,1.032406
-1000,1,1.033406
1000,1,1.033406
1000,1,1.034405
-1000,1,1.034405
-1000,1,1.034405
-1000,1,1.035404
1000,1,1.035404
-1000,1,1.036403
1000,1,1.036403
-1000,1,1.036403
-1000,1,1.037403
-1000,1,1.037403
1000,1,1.037403
-1000,1,1.038403
-1000,1,1.038403
1000,1,1.039402
-1000,1,1.039402
-1000,1,1.039402
1000,1,1.040402
-1000,1,1.040402
-1000,1,1.040402
-1000,1,1.041401
-1000,1,1.041401
-1000,1,1.042401
1000,1,1.042401
-1000,1,1.042401
1000,1,1.0434
-1000,1,1.0434
-1000,1,1.0434
-1000,1,1.044399
-1000,1,1.044399
-1000,1,1.045398
-1000,1,1.045398
-1000,1,1.045398
-1000,1,1.046398
-1000,1,1.046398
1000,1,1.046398
-1000,1,1.047398
-1000,1,1.047398
-1000,1,1.048397
1000,1,1.048397
-1000,1,1.048397
-1000,1,1.049396
-1000,1,1.049396
-1000,1,1.050396
-1000,1,1.050396
-1000,1,1.050396
1000,1,1.051395
-1000,1,1.051395
-1000,1,1.051395
-1000,1,1.052394
-1000,1,1.052394
-1000,1,1.053394
1000,1,1.053394
-1000,1,1.053394
-1000,1,1.054393
-1000,1,1.054393
-1000,1,1.054393
-1000,1,1.055393
-1000,1,1.055393
1000,1,1.073383
1000,1,1.073383
-1000,1,1.074382
-1000,1,1.074382
1000,1,1.075382
-1000,1,1.075382
1000,1,1.075382
1000,1,1.076381
1000,1,1.076381
-1000,1,1.076381
-1000,1,1.07738
-1000,1,1.07738
-1000,1,1.07838
-1000,1,1.07838
1000,1,1.07838
-1000,1,1.079379
1000,1,1.079379
1000,1,1.080379
-1000,1,1.080379
1000,1,1.080379
-1000,1,1.081378
-1000,1,1.081378
1000,1,1.081378
-1000,1,1.082377
1000,1,1.082377
-1000,1,1.083377
-1000,1,1.083377
-1000,1,1.083377
1000,1,1.084376
-1000,1,1.084376
1000,1,1.084376
-1000,1,1.085376
-1000,1,1.085376
1000,1,1.086375
-1000,1,1.086375
-1000,1,1.086375
-1000,1,1.087375
-1000,1,1.087375
-1000,1,1.088374
-1000,1,1.088374
-1000,1,1.088374
-1000,1,1.089373
1000,1,1.089373
-1000,1,1.089373
-1000,1,1.090373
1000,1,1.090373
-1000,1,1.091372
-1000,1,1.091372
-1000,1,1.091372
-1000,1,1.092372
-1000,1,1.092372
-1000,1,1.093372
-1000,1,1.093372
-1000,1,1.093372
-1000,1,1.094371
-1000,1,1.094371
-1000,1,1.094371
-1000,1,1.09537
-1000,1,1.09537
1000,1,1.09637
-1000,1,1.09637
-1000,1,1.09637
-1000,1,1.097368
-1000,1,1.097368
-1000,1,1.097368
1000,1,1.098368
-1000,1,1.098368
-1000,1,1.099368
-1000,1,1.099368
-1000,1,1.099368
1000,1,1.100367
-1000,1,1.100367
-1000,1,1.101367
-1000,1,1.101367
-1000,1,1.101367
-1000,1,1.102366
-1000,1,1.102366
-1000,1,1.102366
-1000,1,1.103365
1000,1,1.103365
-1000,1,1.104365
-1000,1,1.104365
-1000,1,1.104365
-1000,1,1.105364
1000,1,1.105364
-1000,1,1.105364
-1000,1,1.106364
-1000,1,1.106364
-1000,1,1.107363
-1000,1,1.107363
-1000,1,1.107363
-1000,1,1.108362
1000,1,1.108362
1000,1,1.109362
-1000,1,1.109362
-1000,1,1.109362
1000,1,1.110362
1000,1,1.110362
-1000,1,1.111361
-1000,1,1.111361
-1000,1,1.111361
-1000,1,1.11236
1000,1,1.11236
1000,1,1.11336
1000,1,1.11336
-1000,1,1.11336
1000,1,1.114359
1000,1,1.114359
1000,1,1.115358
-1000,1,1.115358
-1000,1,1.115358
-1000,1,1.116358
1000,1,1.116358
-1000,1,1.117358
1000,1,1.117358
-1000,1,1.117358
-1000,1,1.118357
1000,1,1.118357
-1000,1,1.118357
1000,1,1.119356
-1000,1,1.119356
-1000,1,1.120356
1000,1,1.120356
-1000,1,1.121355
-1000,1,1.121355
1000,1,1.121355
-1000,1,1.122355
-1000,1,1.122355
-1000,1,1.142344
-1000,1,1.142344
1000,1,1.143343
-1000,1,1.143343
1000,1,1.144342
-1000,1,1.144342
1000,1,1.144342
-1000,1,1.145341
-1000,1,1.145341
-1000,1,1.146341
1000,1,1.146341
-1000,1,1.146341
1000,1,1.147341
1000,1,1.147341
1000,1,1.14834
-1000,1,1.14834
-1000,1,1.14834
-1000,1,1.149339
-1000,1,1.149339
-1000,1,1.150339
-1000,1,1.150339
-1000,1,1.150339
1000,1,1.151339
-1000,1,1.151339
1000,1,1.152337
-1000,1,1.152337
-1000,1,1.153337
-1000,1,1.153337
-1000,1,1.153337
-1000,1,1.154336
1000,1,1.154336
-1000,1,1.155336
-1000,1,1.155336
-1000,1,1.155336
1000,1,1.156335
-1000,1,1.156335
-1000,1,1.157334
-1000,1,1.157334
-1000,1,1.158334
-1000,1,1.158334
-1000,1,1.159333
-1000,1,1.159333
1000,1,1.159333
-1000,1,1.160333
-1000,1,1.160333
1000,1,1.161332
-1000,1,1.161332
-1000,1,1.161332
1000,1,1.162332
-1000,1,1.162332
1000,1,1.163331
-1000,1,1.163331
1000,1,1.163331
-1000,1,1.164331
1000,1,1.164331
1000,1,1.16533
1000,1,1.16533
-1000,1,1.16633
-1000,1,1.16633
-1000,1,1.16633
-1000,1,1.167329
1000,1,1.167329
-1000,1,1.168329
1000,1,1.168329
-1000,1,1.168329
-1000,1,1.169328
-1000,1,1.169328
-1000,1,1.170327
-1000,1,1.170327
-1000,1,1.170327
1000,1,1.171327
1000,1,1.171327
-1000,1,1.172326
-1000,1,1.172326
-1000,1,1.172326
-1000,1,1.173325
1000,1,1.173325
-1000,1,1.173325
-1000,1,1.174325
-1000,1,1.174325
1000,1,1.175324
1000,1,1.175324
-1000,1,1.175324
-1000,1,1.176324
1000,1,1.176324
1000,1,1.177323
-1000,1,1.177323
1000,1,1.177323
-1000,1,1.178323
-1000,1,1.178323
1000,1,1.179322
-1000,1,1.179322
-1000,1,1.179322
1000,1,1.180321
-1000,1,1.180321
-1000,1,1.181321
-1000,1,1.181321
-1000,1,1.181321
1000,1,1.18232
-1000,1,1.18232
-1000,1,1.183319
-1000,1,1.183319
1000,1,1.183319
-1000,1,1.184319
-1000,1,1.184319
-1000,1,1.185318
-1000,1,1.185318
-1000,1,1.185318
-1000,1,1.186318
-1000,1,1.186318
-1000,1,1.187317
-1000,1,1.187317
1000,1,1.187317
-1000,1,1.188316
1000,1,1.188316
1000,1,1.188316
-1000,1,1.189316
1000,1,1.189316
-1000,1,1.190315
1000,1,1.190315
-1000,1,1.190315
-1000,1,1.191315
1000,1,1.191315
-1000,1,1.192315
-1000,1,1.192315
-1000,1,1.192315
-1000,1,1.193314
-1000,1,1.193314
-1000,1,1.211303
-1000,1,1.211303
-1000,1,1.212303
-1000,1,1.212303
-1000,1,1.213302
-1000,1,1.213302
-1000,1,1.214302
1000,1,1.214302
1000,1,1.214302
-1000,1,1.215301
-1000,1,1.215301
1000,1,1.2163
-1000,1,1.2163
-1000,1,1.2163
1000,1,1.2173
-1000,1,1.2173
-1000,1,1.218299
-1000,1,1.218299
-1000,1,1.218299
-1000,1,1.219299
-1000,1,1.219299
1000,1,1.219299
1000,1,1.220298
1000,1,1.220298
-1000,1,1.221298
-1000,1,1.221298
-1000,1,1.221298
-1000,1,1.222296
-1000,1,1.222296
-1000,1,1.223297
1000,1,1.223297
-1000,1,1.223297
-1000,1,1.224296
1000,1,1.224296
-1000,1,1.225296
-1000,1,1.225296
-1000,1,1.225296
-1000,1,1.226295
-1000,1,1.226295
-1000,1,1.227294
-1000,1,1.227294
-1000,1,1.227294
-1000,1,1.228294
-1000,1,1.228294
-1000,1,1.229293
-1000,1,1.229293
1000,1,1.229293
-1000,1,1.230293
1000,1,1.230293
-1000,1,1.230293
-1000,1,1.231292
1000,1,1.231292
1000,1,1.232292
1000,1,1.232292
-1000,1,1.232292
-1000,1,1.23329
-1000,1,1.23329
-1000,1,1.23429
-1000,1,1.23429
1000,1,1.23429
-1000,1,1.23529
1000,1,1.23529
-1000,1,1.236289
-1000,1,1.236289
-1000,1,1.236289
-1000,1,1.237288
1000,1,1.237288
1000,1,1.237288
-1000,1,1.238288
1000,1,1.238288
-1000,1,1.239287
1000,1,1.239287
1000,1,1.239287
-1000,1,1.240287
-1000,1,1.240287
-1000,1,1.240287
-1000,1,1.241286
-1000,1,1.241286
-1000,1,1.242286
1000,1,1.242286
-1000,1,1.243285
1000,1,1.243285
-1000,1,1.243285
-1000,1,1.244284
1000,1,1.244284
-1000,1,1.245284
-1000,1,1.245284
-1000,1,1.245284
-1000,1,1.246283
-1000,1,1.246283
-1000,1,1.247283
-1000,1,1.247283
-1000,1,1.247283
-1000,1,1.248282
-1000,1,1.248282
-1000,1,1.248282
-1000,1,1.249282
-1000,1,1.249282
1000,1,1.250281
-1000,1,1.250281
1000,1,1.250281
-1000,1,1.25128
-1000,1,1.25128
-1000,1,1.25128
-1000,1,1.25228
-1000,1,1.25228
-1000,1,1.253279
-1000,1,1.253279
-1000,1,1.253279
-1000,1,1.254279
-1000,1,1.254279
-1000,1,1.255278
1000,1,1.255278
1000,1,1.255278
-1000,1,1.256278
-1000,1,1.256278
-1000,1,1.256278
-1000,1,1.257277
1000,1,1.257277
1000,1,1.258276
-1000,1,1.258276
-1000,1,1.258276
1000,1,1.259275
1000,1,1.259275
1000,1,1.260275
-1000,1,1.260275
-1000,1,1.260275
-1000,1,1.261275
-1000,1,1.279264
-1000,1,1.279264
-1000,1,1.280263
1000,1,1.280263
-1000,1,1.281263
-1000,1,1.281263
-1000,1,1.281263
-1000,1,1.282263
-1000,1,1.282263
-1000,1,1.283262
1000,1,1.283262
-1000,1,1.283262
-1000,1,1.284261
-1000,1,1.284261
-1000,1,1.284261
1000,1,1.285261
1000,1,1.285261
1000,1,1.28626
1000,1,1.28626
-1000,1,1.28626
-1000,1,1.287259
-1000,1,1.287259
-1000,1,1.287259
1000,1,1.288259
-1000,1,1.288259
-1000,1,1.289258
-1000,1,1.289258
1000,1,1.289258
-1000,1,1.290258
-1000,1,1.290258
-1000,1,1.290258
-1000,1,1.291257
-1000,1,1.291257
-1000,1,1.292257
1000,1,1.292257
-1000,1,1.292257
1000,1,1.293257
-1000,1,1.293257
-1000,1,1.294256
1000,1,1.294256
1000,1,1.294256
-1000,1,1.295255
1000,1,1.295255
1000,1,1.296254
-1000,1,1.296254
-1000,1,1.296254
-1000,1,1.297254
-1000,1,1.297254
-1000,1,1.297254
-1000,1,1.298253
-1000,1,1.298253
-1000,1,1.299253
-1000,1,1.299253
-1000,1,1.299253
-1000,1,1.300252
1000,1,1.300252
-1000,1,1.300252
-1000,1,1.301252
-1000,1,1.301252
-1000,1,1.302251
-1000,1,1.302251
-1000,1,1.302251
-1000,1,1.303251
-1000,1,1.303251
1000,1,1.30425
-1000,1,1.30425
-1000,1,1.30425
-1000,1,1.305249
-1000,1,1.305249
1000,1,1.305249
-1000,1,1.306249
-1000,1,1.306249
-1000,1,1.307248
1000,1,1.307248
-1000,1,1.307248
-1000,1,1.308248
-1000,1,1.308248
1000,1,1.308248
-1000,1,1.309247
-1000,1,1.309247
1000,1,1.310246
-1000,1,1.310246
-1000,1,1.310246
-1000,1,1.311246
-1000,1,1.311246
-1000,1,1.312245
-1000,1,1.312245
-1000,1,1.312245
-1000,1,1.313245
-1000,1,1.313245
-1000,1,1.314244
1000,1,1.314244
-1000,1,1.314244
-1000,1,1.315243
-1000,1,1.315243
-1000,1,1.315243
-1000,1,1.316243
-1000,1,1.316243
1000,1,1.317242
1000,1,1.317242
-1000,1,1.317242
1000,1,1.318242
-1000,1,1.318242
-1000,1,1.318242
-1000,1,1.319241
1000,1,1.319241
-1000,1,1.320241
1000,1,1.320241
-1000,1,1.320241
-1000,1,1.32124
-1000,1,1.32124
-1000,1,1.322239
1000,1,1.322239
-1000,1,1.322239
-1000,1,1.323239
1000,1,1.323239
-1000,1,1.323239
-1000,1,1.324238
-1000,1,1.324238
-1000,1,1.325238
1000,1,1.325238
-1000,1,1.325238
-1000,1,1.326237
1000,1,1.326237
-1000,1,1.327237
-1000,1,1.327237
-1000,1,1.327237
-1000,1,1.328236
-1000,1,1.346226
-1000,1,1.346226
-1000,1,1.347225
1000,1,1.347225
-1000,1,1.347225
-1000,1,1.348224
1000,1,1.348224
-1000,1,1.349224
-1000,1,1.349224
-1000,1,1.349224
-1000,1,1.350224
-1000,1,1.350224
-1000,1,1.350224
-1000,1,1.351223
-1000,1,1.351223
-1000,1,1.352222
-1000,1,1.352222
-1000,1,1.352222
-1000,1,1.353222
-1000,1,1.353222
-1000,1,1.354221
1000,1,1.354221
-1000,1,1.354221
-1000,1,1.355221
-1000,1,1.355221
1000,1,1.355221
-1000,1,1.35622
1000,1,1.35622
1000,1,1.357219
-1000,1,1.357219
1000,1,1.357219
1000,1,1.358219
-1000,1,1.358219
1000,1,1.359218
-1000,1,1.359218
-1000,1,1.359218
-1000,1,1.360218
1000,1,1.360218
-1000,1,1.361217
-1000,1,1.361217
-1000,1,1.361217
-1000,1,1.362216
-1000,1,1.362216
-1000,1,1.363215
1000,1,1.363215
-1000,1,1.363215
1000,1,1.364215
-1000,1,1.364215
-1000,1,1.364215
-1000,1,1.365214
-1000,1,1.365214
1000,1,1.366214
-1000,1,1.366214
-1000,1,1.366214
-1000,1,1.367214
-1000,1,1.367214
1000,1,1.368213
1000,1,1.368213
1000,1,1.368213
1000,1,1.369213
-1000,1,1.369213
-1000,1,1.370212
-1000,1,1.370212
-1000,1,1.370212
-1000,1,1.371211
-1000,1,1.371211
-1000,1,1.371211
1000,1,1.372211
-1000,1,1.372211
-1000,1,1.37321
1000,1,1.37321
1000,1,1.37321
-1000,1,1.37421
-1000,1,1.37421
-1000,1,1.37421
-1000,1,1.37522
-1000,1,1.37522
1000,1,1.376208
-1000,1,1.376208
-1000,1,1.376208
-1000,1,1.377208
-1000,1,1.377208
-1000,1,1.378207
1000,1,1.378207
-1000,1,1.379207
-1000,1,1.379207
-1000,1,1.379207
1000,1,1.380207
-1000,1,1.380207
-1000,1,1.380207
-1000,1,1.381206
1000,1,1.381206
-1000,1,1.382205
-1000,1,1.382205
-1000,1,1.382205
-1000,1,1.383205
-1000,1,1.383205
-1000,1,1.383205
-1000,1,1.384204
-1000,1,1.384204
-1000,1,1.385203
-1000,1,1.385203
-1000,1,1.385203
-1000,1,1.386203
-1000,1,1.386203
-1000,1,1.387203
-1000,1,1.387203
-1000,1,1.387203
-1000,1,1.388201
-1000,1,1.388201
1000,1,1.388201
-1000,1,1.389201
1000,1,1.389201
-1000,1,1.390201
-1000,1,1.390201
1000,1,1.390201
-1000,1,1.3912
-1000,1,1.3912
1000,1,1.3912
-1000,1,1.392199
-1000,1,1.392199
-1000,1,1.393198
1000,1,1.393198
-1000,1,1.393198
1000,1,1.394198
1000,1,1.394198
1000,1,1.395197
1000,1,1.395197
1000,1,1.412188
-1000,1,1.413187
-1000,1,1.413187
-1000,1,1.414187
-1000,1,1.414187
-1000,1,1.414187
-1000,1,1.415186
-1000,1,1.415186
-1000,1,1.416185
-1000,1,1.416185
1000,1,1.416185
-1000,1,1.417185
-1000,1,1.417185
-1000,1,1.418185
-1000,1,1.418185
-1000,1,1.418185
-1000,1,1.419184
-1000,1,1.419184
1000,1,1.419184
-1000,1,1.420184
-1000,1,1.420184
-1000,1,1.421182
-1000,1,1.421182
-1000,1,1.421182
1000,1,1.422182
1000,1,1.422182
-1000,1,1.422182
1000,1,1.423182
-1000,1,1.423182
1000,1,1.424181
1000,1,1.424181
-1000,1,1.424181
-1000,1,1.42518
-1000,1,1.42518
1000,1,1.42618
-1000,1,1.42618
-1000,1,1.42618
-1000,1,1.42718
-1000,1,1.42718
-1000,1,1.428179
-1000,1,1.428179
-1000,1,1.428179
-1000,1,1.429178
-1000,1,1.429178
-1000,1,1.430177
-1000,1,1.430177
-1000,1,1.430177
-1000,1,1.431177
1000,1,1.431177
-1000,1,1.432177
-1000,1,1.432177
-1000,1,1.432177
-1000,1,1.433176
-1000,1,1.433176
-1000,1,1.433176
1000,1,1.434175
1000,1,1.434175
1000,1,1.435174
1000,1,1.435174
1000,1,1.435174
-1000,1,1.436174
-1000,1,1.436174
-1000,1,1.437173
-1000,1,1.437173
-1000,1,1.437173
-1000,1,1.438172
-1000,1,1.438172
-1000,1,1.438172
-1000,1,1.439172
1000,1,1.439172
-1000,1,1.440171
1000,1,1.440171
-1000,1,1.440171
-1000,1,1.441171
-1000,1,1.441171
1000,1,1.441171
-1000,1,1.44217
-1000,1,1.44217
1000,1,1.44317
-1000,1,1.44317
-1000,1,1.44417
1000,1,1.44417
-1000,1,1.44417
-1000,1,1.445169
1000,1,1.445169
-1000,1,1.446169
1000,1,1.446169
1000,1,1.446169
-1000,1,1.447167
1000,1,1.447167
-1000,1,1.447167
-1000,1,1.448167
1000,1,1.448167
-1000,1,1.449167
-1000,1,1.449167
1000,1,1.449167
-1000,1,1.450166
-1000,1,1.450166
-1000,1,1.450166
-1000,1,1.451166
-1000,1,1.451166
1000,1,1.452165
-1000,1,1.452165
1000,1,1.452165
-1000,1,1.453164
-1000,1,1.453164
-1000,1,1.454163
-1000,1,1.454163
-1000,1,1.454163
-1000,1,1.455163
-1000,1,1.455163
1000,1,1.455163
-1000,1,1.456163
-1000,1,1.456163
-1000,1,1.457162
-1000,1,1.457162
1000,1,1.457162
-1000,1,1.458162
-1000,1,1.458162
-1000,1,1.459161
-1000,1,1.459161
1000,1,1.459161
-1000,1,1.46016
1000,1,1.46016
-1000,1,1.46116
-1000,1,1.46116
-1000,1,1.46116
-1000,1,1.462159
-1000,1,1.479149
1000,1,1.480148
-1000,1,1.480148
1000,1,1.480148
-1000,1,1.481148
1000,1,1.481148
-1000,1,1.482147
-1000,1,1.482147
1000,1,1.482147
-1000,1,1.483147
-1000,1,1.483147
1000,1,1.484146
-1000,1,1.484146
-1000,1,1.484146
-1000,1,1.485146
1000,1,1.485146
-1000,1,1.485146
-1000,1,1.486145
1000,1,1.486145
-1000,1,1.487144
-1000,1,1.487144
1000,1,1.487144
-1000,1,1.488144
-1000,1,1.488144
-1000,1,1.488144
-1000,1,1.489143
1000,1,1.489143
1000,1,1.490143
-1000,1,1.490143
-1000,1,1.490143
-1000,1,1.491143
-1000,1,1.491143
-1000,1,1.491143
1000,1,1.492141
-1000,1,1.492141
1000,1,1.493141
1000,1,1.493141
1000,1,1.493141
-1000,1,1.494141
1000,1,1.494141
-1000,1,1.49514
-1000,1,1.49514
1000,1,1.49514
-1000,1,1.496139
1000,1,1.496139
1000,1,1.497139
-1000,1,1.497139
-1000,1,1.497139
1000,1,1.498138
-1000,1,1.498138
-1000,1,1.499138
1000,1,1.499138
-1000,1,1.499138
1000,1,1.500137
-1000,1,1.500137
-1000,1,1.500137
1000,1,1.501136
-1000,1,1.501136
1000,1,1.502136
-1000,1,1.502136
-1000,1,1.502136
-1000,1,1.503135
-1000,1,1.503135
-1000,1,1.504135
-1000,1,1.504135
-1000,1,1.504135
-1000,1,1.505134
-1000,1,1.505134
1000,1,1.505134
1000,1,1.506133
1000,1,1.506133
-1000,1,1.507133
-1000,1,1.507133
-1000,1,1.507133
1000,1,1.508132
1000,1,1.508132
-1000,1,1.508132
-1000,1,1.509132
1000,1,1.509132
1000,1,1.510132
1000,1,1.510132
-1000,1,1.510132
-1000,1,1.511131
-1000,1,1.511131
-1000,1,1.51213
-1000,1,1.51213
1000,1,1.51213
-1000,1,1.513129
-1000,1,1.513129
-1000,1,1.514129
-1000,1,1.514129
-1000,1,1.514129
-1000,1,1.515128
1000,1,1.515128
1000,1,1.515128
1000,1,1.516128
-1000,1,1.516128
1000,1,1.517127
-1000,1,1.517127
-1000,1,1.517127
-1000,1,1.518126
1000,1,1.518126
-1000,1,1.518126
-1000,1,1.519126
1000,1,1.519126
-1000,1,1.520125
-1000,1,1.520125
-1000,1,1.520125
1000,1,1.521125
-1000,1,1.521125
-1000,1,1.522124
-1000,1,1.522124
-1000,1,1.522124
-1000,1,1.523124
-1000,1,1.523124
1000,1,1.523124
-1000,1,1.524123
1000,1,1.524123
1000,1,1.525122
1000,1,1.525122
-1000,1,1.525122
-1000,1,1.526123
-1000,1,1.526123
-1000,1,1.527122
1000,1,1.527122
1000,1,1.527122
-1000,1,1.528122
1000,1,1.528122
-1000,1,1.546111
1000,1,1.546111
1000,1,1.546111
-1000,1,1.547111
-1000,1,1.547111
-1000,1,1.54811
1000,1,1.54811
-1000,1,1.54811
-1000,1,1.549109
-1000,1,1.549109
-1000,1,1.549109
-1000,1,1.550109
-1000,1,1.550109
-1000,1,1.551108
-1000,1,1.551108
-1000,1,1.551108
