#{"t_start": 1590694548.7685378, "env_id": "zhedLevel6-v0"}
r,l,t
-1020,5,2.240711
-990,6,2.244709
-1010,8,2.250705
-1070,10,2.255702
-1030,6,2.2587
-1030,6,2.262698
-1120,17,2.274691
-1020,7,2.278689
-1010,8,2.284686
-1010,8,2.340653
-1040,9,2.346649
-1100,15,2.356643
-1010,4,2.359643
-1090,12,2.365638
-1060,9,2.369636
-990,4,2.372634
-1020,7,2.377631
-1050,12,2.386626
-990,6,2.391623
-1010,6,2.394622
-1010,4,2.39762
-1050,8,2.401618
-1040,9,2.406615
-1080,11,2.413611
-1020,9,2.419607
-1000,5,2.473577
-1040,7,2.478574
-1080,13,2.488568
-1000,5,2.491575
-1050,8,2.495563
-1120,17,2.505558
-1010,4,2.507557
-1060,9,2.512553
-1100,17,2.522548
-1050,12,2.530544
-1020,5,2.532543
-1130,14,2.540538
-1020,7,2.544536
-1040,9,2.601503
-1050,10,2.6065
-1100,13,2.615494
-1050,10,2.621491
-1010,6,2.624489
-1060,13,2.632485
-1030,6,2.635484
-1040,9,2.639482
-1050,6,2.643479
-1080,11,2.649475
-1030,8,2.655472
-1090,10,2.660469
-1000,5,2.663467
-980,5,2.667464
-1080,13,2.677459
-1030,8,2.732427
-1110,14,2.740423
-1210,22,2.751417
-1020,7,2.755414
-1010,8,2.760411
-1010,8,2.765408
-1050,8,2.769406
-1030,6,2.772404
-1180,21,2.784398
-1070,10,2.791393
-1010,4,2.794392
-1010,6,2.79739
-1030,4,2.799389
-1010,4,2.853358
-1080,9,2.857355
-1040,7,2.861353
-1010,6,2.864352
-1030,6,2.86835
-1060,13,2.876345
-1020,5,2.879343
-1030,8,2.88434
-1120,17,2.893336
-1060,13,2.90233
-1010,6,2.906327
-1050,8,2.910325
-1020,5,2.913323
-1010,6,2.916322
-1170,22,2.982284
-1070,10,2.990279
-1030,8,2.995277
-1070,14,3.003271
-1070,12,3.010267
-1090,14,3.019262
-1050,10,3.026258
-1050,8,3.030256
-1010,6,3.033254
-1090,12,3.039251
-1000,5,3.04225
-1010,6,3.045247
-1080,13,3.053242
-1020,5,3.056241
-1000,5,3.112209
-1040,9,3.119205
-1030,6,3.122204
-1010,6,3.125202
-1000,5,3.1282
-1040,7,3.132198
-1120,13,3.138194
-1050,8,3.144191
-1020,7,3.149188
-1010,4,3.151186
-1030,6,3.155185
-1040,9,3.159182
-1030,6,3.163179
-1000,7,3.167177
-1030,6,3.170176
-1040,7,3.175173
-1040,7,3.17917
-1030,6,3.182168
-1020,5,3.238137
-1110,18,3.24913
-1130,18,3.259124
-1050,10,3.267119
-1040,9,3.273117
-1010,6,3.276114
-1070,14,3.287108
-1000,7,3.291106
-1010,4,3.294104
-970,4,3.297102
-1010,6,3.300101
-1080,13,3.308096
-1030,6,3.312093
-970,4,3.314092
-1020,7,3.31809
-1010,6,3.375058
-1000,5,3.378057
-1050,10,3.383053
-1040,11,3.391048
-1060,13,3.400043
-1120,13,3.40604
-1020,5,3.409038
-1020,7,3.413036
-980,5,3.416034
-970,4,3.419032
-1020,9,3.42403
-1070,12,3.432025
-1000,7,3.436023
-1040,7,3.44002
-1040,5,3.443019
-990,4,3.445017
-1030,8,3.501985
-1000,5,3.506982
-1010,6,3.50998
-1040,7,3.513978
-1010,6,3.517975
-1000,5,3.521973
-1020,5,3.523972
-1030,10,3.531967
-1050,8,3.536964
-1100,11,3.542961
-1070,12,3.549957
-1050,10,3.556953
-1050,10,3.563949
-1120,15,3.571944
-1020,5,3.574951
-1020,5,3.577941
-1040,9,3.638906
-1080,11,3.643903
-1060,11,3.6509
-1070,10,3.656895
-990,6,3.660893
-1080,13,3.671886
-1010,6,3.675884
-1060,9,3.679882
-1090,12,3.685878
-970,4,3.688877
-1110,14,3.695873
-990,4,3.697872
-1030,6,3.70187
-1130,14,3.709866
-1060,9,3.764833
-1040,11,3.772829
-1020,7,3.778825
-1030,8,3.783822
-1090,14,3.793816
-1030,10,3.799813
-1040,11,3.806809
-1010,4,3.808808
-1050,8,3.813805
-1030,8,3.817803
-1020,5,3.8218
-1030,6,3.824799
-1080,11,3.832794
-990,4,3.834793
-1060,11,3.842788
-1040,9,3.899756
-1050,8,3.903753
-1030,6,3.907751
-990,4,3.90975
-1050,10,3.915746
-1100,13,3.923742
-1010,4,3.925741
-1030,8,3.929738
-1040,7,3.933736
-1010,6,3.936734
-1040,7,3.941731
-1150,20,3.953725
-1120,17,3.963719
-1050,10,3.968716
-1040,7,4.022685
-1050,6,4.026682
-1070,12,4.033679
-1030,6,4.037677
-1010,6,4.040675
-1020,7,4.044672
-1000,5,4.047671
-1100,11,4.053667
-1130,18,4.064661
-1100,11,4.070658
-1050,8,4.074655
-1030,4,4.076654
-1020,5,4.079652
-1110,18,4.089647
-1080,11,4.145614
-1030,6,4.149612
-1020,9,4.155608
-1210,22,4.166602
-1020,5,4.1696
-1010,6,4.172599
-1050,10,4.177596
-1020,7,4.181593
-1030,6,4.184592
-1060,11,4.191588
-1000,5,4.195585
-1050,8,4.199583
-1010,6,4.202581
-1050,10,4.210577
-1070,8,4.215574
-1020,7,4.219572
-1010,4,4.272542
-1230,30,4.29053
-1070,10,4.296527
-1040,7,4.300525
-1110,14,4.31052
-1030,8,4.315517
-1040,11,4.322513
-1040,7,4.326511
-1010,6,4.329509
-1020,7,4.333506
-990,4,4.335505
-1050,8,4.339503
-990,4,4.342501
-1040,5,4.3445
-1060,11,4.403466
-1040,7,4.406465
-1030,6,4.409462
-1020,7,4.414459
-1000,5,4.417458
-1010,6,4.421455
-1010,6,4.424454
-1080,13,4.432449
-1010,6,4.436447
-1030,8,4.440444
-1030,4,4.442444
-1000,5,4.445442
-1060,11,4.450439
-980,5,4.453437
-1030,6,4.457435
-1000,5,4.460433
-1040,7,4.464431
-1080,13,4.471427
-1060,7,4.526395
-1030,6,4.529393
-990,6,4.533391
-1210,26,4.55238
-1070,10,4.558377
-1100,15,4.566372
-1020,9,4.572368
-990,4,4.574367
-1010,6,4.578365
-970,4,4.581364
-1050,10,4.586361
-1060,9,4.591358
-1090,16,4.602352
-1040,7,4.65732
-990,6,4.661318
-1110,14,4.670312
-1060,11,4.677308
-1120,17,4.689301
-1060,9,4.695298
-1030,6,4.699296
-1020,5,4.702294
-1060,7,4.706291
-1060,9,4.710289
-1020,5,4.713288
-1000,5,4.717285
-1060,9,4.722282
-1050,10,4.728279
-1130,18,4.790244
-1020,7,4.794241
-1010,6,4.797239
-1000,5,4.800238
-1040,7,4.804236
-1080,13,4.815229
-1030,4,4.817228
-1060,7,4.821225
-1100,17,4.834218
-1040,7,4.837216
-1160,19,4.84821
-1100,13,4.855206
-1010,4,4.857205
-1040,9,4.862202
-1080,11,4.919169
-1000,5,4.923167
-1020,7,4.927165
-1060,13,4.93416
-1000,5,4.937159
-1050,6,4.940156
-1000,5,4.943156
-1070,8,4.947153
-1050,8,4.95115
-1060,9,4.958146
-1050,8,4.964143
-1070,8,4.968141
-1030,8,4.972138
-1110,16,4.983132
-1010,8,4.98713
-1020,7,5.043098
-1020,5,5.046096
-1020,7,5.052092
-980,5,5.05509
-1030,8,5.060088
-1180,19,5.070082
-1080,11,5.075079
-1000,5,5.079077
-1080,11,5.085073
-1000,5,5.088072
-1010,6,5.092069
-1040,9,5.098066
-1070,8,5.102064
-1060,13,5.112058
-1040,5,5.115056
-990,4,5.117055
-1010,6,5.172023
-1000,7,5.177021
-1050,6,5.181018
-1020,7,5.185016
-1050,6,5.188014
-1000,5,5.191012
-1040,9,5.198008
-1010,6,5.202006
-1020,7,5.208003
-1000,5,5.211001
-1190,22,5.221995
-1020,5,5.224993
-1010,6,5.228991
-970,4,5.231989
-1000,7,5.235986
-1050,10,5.241983
-1000,5,5.244981
-1050,10,5.302948
-1000,5,5.305946
-1060,9,5.311943
-1140,19,5.326934
-1030,8,5.331932
-1020,5,5.334929
-1140,17,5.343925
-1050,10,5.349921
-1020,7,5.354918
-1080,11,5.360915
-1170,22,5.375906
-1050,6,5.378904
-1080,15,5.441868
-1090,14,5.451862
-1020,7,5.45686
-1090,14,5.464855
-1020,9,5.469852
-1000,7,5.474849
-1010,6,5.478847
-1070,10,5.483844
-1050,10,5.489841
-1070,10,5.494838
-1010,4,5.497836
-1040,9,5.502833
-990,4,5.505831
-1010,4,5.50783
-1030,4,5.509829
-1050,8,5.514826
-1000,5,5.567796
-1040,7,5.571793
-1060,11,5.57779
-1060,11,5.584786
-1100,15,5.597779
-1010,4,5.599777
-1020,5,5.602776
-980,5,5.605774
-1030,6,5.608772
-1000,7,5.613769
-1090,12,5.622764
-1070,12,5.628761
-1130,16,5.637755
-1150,18,5.698721
-1050,8,5.702718
-1040,5,5.704717
-1040,9,5.709714
-1020,5,5.713712
-1000,5,5.716711
-990,4,5.718709
-1000,5,5.722707
-1010,8,5.726705
-1120,17,5.737699
-1030,4,5.740697
-1000,5,5.743695
-980,5,5.746693
-1020,7,5.75069
-990,4,5.75269
-1070,10,5.757687
-990,4,5.760685
-1010,8,5.765682
-1120,17,5.824648
-1040,9,5.831644
-1020,9,5.83764
-1030,6,5.840639
-990,4,5.843637
-1110,12,5.849634
-1070,12,5.85763
-1030,8,5.862627
-1020,7,5.866624
-1080,11,5.874619
-1010,6,5.878617
-1080,9,5.883614
-1070,8,5.887612
-1040,11,5.895608
-990,4,5.898606
-1030,6,5.952574
-1020,5,5.955573
-1060,9,5.961569
-1000,5,5.964567
-1050,10,5.970564
-1070,10,5.97656
-1010,8,5.982557
-1000,5,5.985555
-1020,7,5.990552
-1020,5,5.993551
-1010,4,5.995549
-1100,13,6.003545
-1020,5,6.006543
-980,5,6.009542
-1040,7,6.013539
-1150,18,6.024533
-1060,9,6.02953
-990,4,6.084499
-1090,12,6.090495
-1020,7,6.094492
-1040,9,6.09949
-990,6,6.104487
-1050,6,6.107485
-1160,19,6.120477
-1030,8,6.125475
-1020,5,6.128473
-1030,6,6.131472
-990,4,6.13447
-1020,5,6.137468
-980,5,6.140466
-1040,5,6.143465
-970,4,6.145463
-1010,4,6.147462
-1020,7,6.152459
-1020,5,6.155458
-1040,9,6.213424
-1050,8,6.217422
-1030,8,6.222419
-1130,18,6.232413
-1030,10,6.239409
-1050,8,6.245406
-1040,7,6.250403
-1040,7,6.2544
-1000,7,6.259398
-1100,11,6.265394
-1090,14,6.275388
-1060,9,6.280386
-1010,6,6.284383
-1010,6,6.287382
-1030,8,6.294377
-990,4,6.349346
-1070,10,6.354343
-1130,16,6.363338
-1080,13,6.373333
-1020,7,6.37733
-1040,9,6.382327
-1020,7,6.388323
-1000,5,6.391322
-980,5,6.39432
-1050,10,6.402315
-1010,6,6.405313
-1070,12,6.415308
-1030,8,6.421304
-1050,8,6.426301
-990,4,6.4283
-1000,5,6.48227
-1030,6,6.485267
-1030,6,6.488266
-990,6,6.493263
-1060,13,6.500259
-1090,14,6.510253
-1030,6,6.513251
-1010,6,6.517249
-1030,8,6.521247
-1040,9,6.526244
-1070,10,6.53324
-990,6,6.536238
-1030,8,6.540236
-1020,5,6.543234
-1040,9,6.54923
-1030,6,6.552229
-1050,10,6.610196
-1040,9,6.616192
-1090,12,6.624187
-1000,7,6.629185
-990,4,6.632183
-1000,5,6.635181
-1040,7,6.640178
-1030,6,6.645176
-1000,7,6.649173
-1000,5,6.651172
-1050,10,6.657168
-1030,10,6.665164
-1020,5,6.669162
-1020,7,6.673159
-1010,4,6.675158
-1020,5,6.678156
-1100,17,6.691149
-1010,4,6.693148
-1020,7,6.749116
-1020,7,6.754113
-1000,5,6.757111
-1060,11,6.763108
-1040,7,6.768105
-1030,10,6.7761
-1000,5,6.779099
-1020,7,6.783096
-1030,6,6.786095
-1050,10,6.792091
-1030,6,6.795089
-1060,9,6.800086
-1000,7,6.804084
-1070,12,6.81108
-980,5,6.814079
-1020,7,6.819076
-1070,10,6.825072
-1010,6,6.880041
-1030,8,6.885038
-1140,17,6.896032
-1000,7,6.901028
-1070,10,6.907026
-1060,11,6.915021
-1100,15,6.924016
-1070,12,6.93301
-1060,11,6.942005
-1010,6,6.946003
-1020,7,6.951
-1030,6,6.953998
-1060,9,6.958995
-1040,5,7.011965
-1100,15,7.021959
-1040,9,7.027955
-1020,7,7.031953
-1000,5,7.034951
-1040,7,7.038949
-1060,11,7.044946
-1050,12,7.052941
-1110,14,7.059937
-1050,6,7.062935
-1040,7,7.067933
-1010,4,7.069932
-1020,7,7.073929
-990,4,7.075928
-1090,12,7.084923
-1030,6,7.087921
-1070,14,7.149885
-1090,14,7.159879
-1060,11,7.165876
-1040,7,7.169874
-1050,10,7.17587
-1020,7,7.179868
-1040,7,7.182866
-1050,8,7.186864
-1140,19,7.199856
-1030,8,7.203854
-1030,6,7.207852
-1020,7,7.211849
-1050,8,7.215847
-1050,10,7.272814
-1050,12,7.28081
-1110,16,7.289805
-1010,8,7.294802
-980,5,7.297801
-1110,14,7.304796
-1050,10,7.311793
-1040,7,7.31579
-1040,7,7.319788
-1040,7,7.323786
-1060,11,7.329782
-1000,5,7.33378
-1010,4,7.335778
-1160,17,7.395744
-1030,8,7.40074
-1040,9,7.406738
-1010,6,7.409735
-1000,5,7.412734
-1000,5,7.415732
-990,6,7.419729
-1040,7,7.422728
-1070,12,7.429724
-980,5,7.432722
-990,4,7.43572
-1060,9,7.439718
-1010,4,7.442717
-1060,9,7.448713
-1060,11,7.45371
-1000,5,7.456709
-1050,6,7.459707
-1030,8,7.466702
-1020,5,7.469701
-1040,7,7.524669
-1040,9,7.529666
-1030,6,7.533664
-1050,8,7.538661
-1000,7,7.543658
-1080,11,7.549655
-990,4,7.551654
-990,4,7.554652
-1020,7,7.559649
-1060,7,7.563647
-970,4,7.566645
-1020,5,7.569643
-1040,7,7.573641
-1070,8,7.577639
-1060,11,7.583635
-1100,13,7.590631
-1040,7,7.59363
-1040,9,7.649598
-1060,11,7.656594
-1060,11,7.663589
-990,6,7.667588
-1020,7,7.671585
-1090,10,7.676582
-1010,6,7.68058
-1040,7,7.684578
-970,4,7.686576
-1030,8,7.693572
-1040,7,7.69657
-1010,4,7.69857
-1010,8,7.704566
-990,6,7.708564
-1030,8,7.713561
-1040,11,7.719557
-1050,8,7.723555
-1140,17,7.785519
-1040,9,7.790517
-1020,5,7.793515
-1120,15,7.800511
-980,5,7.804508
-1010,4,7.806507
-1010,6,7.810505
-1020,7,7.814503
-990,6,7.817501
-990,4,7.8195
-1050,6,7.822498
-1080,11,7.828495
-1090,14,7.83649
-1080,13,7.844485
-1000,7,7.849483
-1020,5,7.903452
-1010,6,7.90745
-1010,6,7.911447
-1000,5,7.914445
-1010,6,7.918443
-1030,10,7.925439
-1040,9,7.930436
-1020,9,7.936432
-1130,16,7.944428
-1050,10,7.950424
-1060,11,7.957421
-1040,7,7.961418
-1010,4,7.963417
-990,4,7.965415
-990,6,7.969413
-1030,6,7.972411
-1070,10,8.028379
-1070,12,8.036375
-980,5,8.039373
-1060,13,8.048368
-1030,6,8.051366
-1030,8,8.056363
-1020,7,8.060361
-1050,8,8.065358
-1070,12,8.072354
-1020,9,8.078351
-990,6,8.083348
-980,5,8.087345
-1030,8,8.091343
-1020,7,8.09634
-1010,6,8.099338
-1010,8,8.105335
-1140,19,8.1673
-980,5,8.170298
-990,4,8.172297
-990,4,8.175295
-1070,8,8.179293
-1070,10,8.186289
-1150,20,8.197282
-1050,10,8.20228
-1010,6,8.206277
-980,5,8.209275
-1040,9,8.215272
-1010,8,8.221268
-1030,6,8.224267
-1030,6,8.229264
-1040,9,8.235261
-1050,10,8.291229
-1060,9,8.298224
-1090,12,8.30622
-1050,8,8.310218
-1020,7,8.314215
-1000,7,8.318213
-1040,9,8.324209
-1100,17,8.337202
-1020,9,8.342199
-990,6,8.346197
-990,6,8.350194
-1040,9,8.356191
-1050,8,8.361188
-1050,8,8.366185
-1040,9,8.422153
-1100,11,8.42715
-1070,10,8.432147
-1040,7,8.436145
-1090,12,8.442142
-1100,13,8.450137
-1110,12,8.456133
-1050,8,8.460131
-1030,6,8.464129
-1030,8,8.468127
-1050,10,8.475122
-1000,5,8.47912
-1060,9,8.484117
-980,5,8.487116
-1000,5,8.490114
-1000,5,8.493112
-1060,9,8.550079
-1010,8,8.555076
-1100,15,8.564071
-1030,6,8.568069
-1010,4,8.570068
-1050,8,8.574065
-970,4,8.576064
-1000,5,8.579063
-1010,4,8.581061
-980,5,8.585059
-1080,11,8.591056
-1140,21,8.607047
-1000,5,8.611044
-1020,7,8.616041
-990,6,8.620039
-1100,15,8.681004
-1020,5,8.684002
-980,5,8.687001
-1040,9,8.693997
-1090,10,8.698994
-1020,5,8.701993
-1050,8,8.70599
-1080,13,8.714985
-1040,11,8.721981
-1080,11,8.727977
-1050,8,8.731975
-1030,6,8.734973
-990,6,8.73997
-1070,10,8.744967
-1030,6,8.747966
-1020,5,8.750963
-1060,11,8.807931
-1010,8,8.812928
-1120,15,8.823921
-1060,9,8.828919
-1080,13,8.838913
-1000,5,8.840912
-1030,6,8.84391
-980,5,8.847908
-1090,12,8.857902
-1060,11,8.862899
-1030,6,8.865897
-1050,10,8.871895
-1040,7,8.875891
-990,4,8.87889
-1010,4,8.880889
-1040,7,8.884886
-1010,6,8.938855
-1010,6,8.942853
-1060,9,8.948849
-1120,13,8.954846
-1110,12,8.961842
-1150,20,8.974835
-1060,7,8.978832
-1040,9,8.984829
-1050,6,8.987827
-970,4,8.990825
-1080,13,8.99982
-1060,9,9.004817
-1010,6,9.007816
-1080,11,9.066782
-1030,6,9.06978
-1020,7,9.073778
-1050,8,9.077775
-1020,5,9.080773
-1010,8,9.085771
-1030,6,9.08877
-1070,8,9.092767
-1090,14,9.103761
-1080,13,9.109757
-1110,16,9.120751
-1060,9,9.126747
-1010,8,9.131745
-990,4,9.133744
-1030,6,9.136742
-1070,12,9.195708
-1020,7,9.200705
-1030,8,9.205702
-1050,8,9.210699
-1010,6,9.214697
-1020,5,9.217695
-1020,9,9.224691
-1040,7,9.228689
-1000,5,9.231687
-1030,8,9.236684
-1010,4,9.238683
-1030,8,9.242681
-1060,7,9.246678
-1030,8,9.252675
-1050,10,9.259671
-1110,14,9.268666
-1080,15,9.327632
-1020,9,9.333628
-1100,13,9.340624
-1060,11,9.34762
-990,4,9.350618
-1080,11,9.357614
-1070,12,9.367609
-1000,7,9.371606
-1060,11,9.377604
-1050,10,9.3846
-1010,4,9.387597
-1100,15,9.398591
-1090,12,9.404587
-980,5,9.459556
-1050,10,9.465553
-980,5,9.468551
-1020,7,9.472548
-1030,6,9.476546
-1090,12,9.483542
-1090,12,9.492537
-1050,10,9.498534
-1040,7,9.502532
-980,5,9.506529
-1030,6,9.509527
-1040,7,9.512526
-1080,11,9.518522
-1090,10,9.52352
-1090,12,9.530515
-1040,9,9.586483
-1020,7,9.590481
-1020,7,9.594478
-1100,11,9.600475
-1070,10,9.605472
-1000,5,9.60847
-1000,5,9.611469
-990,4,9.613467
-1080,11,9.621463
-1050,8,9.62646
-1060,9,9.633456
-1170,20,9.64445
-1030,6,9.649447
-1010,6,9.653444
-1040,9,9.658442
-1010,8,9.663439
-1020,5,9.717407
-1040,7,9.721405
-1020,9,9.727402
-1130,16,9.735397
-1030,8,9.741394
-1060,11,9.74739
-1050,12,9.755385
-1050,6,9.759383
-1020,5,9.762382
-990,4,9.76438
-1060,7,9.768378
-1040,7,9.772376
-980,5,9.775374
-1030,6,9.779372
-1050,8,9.784369
-1080,13,9.843335
-1010,6,9.846333
-1090,14,9.856328
-1000,5,9.859326
-1040,9,9.864323
-990,4,9.866322
-1010,4,9.86932
-1060,9,9.873318
-1010,6,9.876316
-1050,10,9.883312
-1060,13,9.891307
-1020,7,9.896304
-990,6,9.900302
-1260,29,9.92129
-1040,9,9.977258
-1080,13,9.987252
-1160,21,9.998246
-1020,7,10.003244
-970,4,10.006242
-1090,12,10.015236
-1010,4,10.017235
-1030,8,10.023232
-970,4,10.025236
-1010,8,10.031228
-1060,11,10.038224
-990,4,10.040222
-1020,7,10.045219
-1070,8,10.049217
-1100,13,10.056213
-1080,11,10.11318
-1010,6,10.117177
-990,6,10.121175
-1070,8,10.125173
-1000,7,10.12917
-1050,10,10.134168
-1020,7,10.138165
-1090,12,10.145162
-1000,5,10.14816
-980,5,10.152157
-1050,10,10.159153
-1030,8,10.163151
-1020,7,10.168148
-1010,4,10.170147
-1130,20,10.185138
-1030,6,10.238108
-1010,6,10.242105
-1060,9,10.247103
-1040,9,10.253099
-1120,15,10.263094
-1020,7,10.267092
-1020,7,10.272089
-1040,7,10.276086
-1140,19,10.288079
-1020,5,10.290078
-1040,7,10.294075
-1020,7,10.298074
-1030,6,10.302071
-1100,13,10.308068
-1010,4,10.311066
-1020,5,10.365035
-1090,12,10.371032
-1040,5,10.37303
-1050,10,10.379027
-1060,11,10.386023
-1090,10,10.39102
-1020,7,10.396017
-1090,14,10.405012
-1030,6,10.40801
-1010,6,10.413007
-970,4,10.415006
-990,4,10.418004
-1110,16,10.428998
-990,4,10.430997
-1050,10,10.436993
-1040,9,10.491962
-1020,5,10.494961
-1010,6,10.498958
-1040,7,10.502956
-1060,9,10.508952
-1020,7,10.513949
-1050,10,10.518946
-1090,12,10.527942
-1050,6,10.53094
-1040,11,10.538935
-1040,11,10.54693
-1050,8,10.550928
-1010,6,10.553926
-1030,6,10.557924
-1030,6,10.561922
-1030,8,10.566919
-1040,7,10.570917
-1070,10,10.626885
-1140,17,10.635879
-1000,5,10.638878
-1020,7,10.642875
-1030,6,10.646873
-1060,9,10.65087
-1000,7,10.655868
-1020,7,10.659865
-1010,6,10.664863
-1100,15,10.672858
-1020,9,10.678854
-990,6,10.682852
-1040,7,10.68785
-1110,16,10.697844
-1010,6,10.752811
-980,5,10.756809
-1010,4,10.758809
-1130,16,10.769802
-1040,7,10.773799
-1100,13,10.783793
-1030,6,10.786792
-1120,13,10.793788
-1030,8,10.797786
-1170,24,10.815775
-1040,9,10.820772
-1060,9,10.82477
-1060,13,10.883736
-1040,7,10.887735
-1040,9,10.892731
-1040,7,10.896729
-1090,12,10.902726
-1070,12,10.909721
-980,5,10.91372
-1030,6,10.916717
-1080,15,10.925713
-1040,7,10.93071
-1040,9,10.935707
-1000,5,10.938705
-1070,12,10.944702
-1070,14,10.953696
-1040,9,11.010663
-1090,12,11.01666
-1010,6,11.020658
-1020,7,11.024655
-1020,7,11.028653
-1090,14,11.037648
-1100,13,11.045643
-1090,12,11.052639
-990,6,11.057636
-1010,4,11.059635
-1030,6,11.063633
-1010,4,11.065632
-1060,9,11.071628
-1030,8,11.077625
-1030,6,11.080623
-1080,13,11.13859
-1000,5,11.142587
-1010,6,11.145586
-1000,7,11.150584
-1050,8,11.154581
-1020,7,11.157579
-1120,17,11.168573
-1040,7,11.17257
-1050,10,11.177567
-1060,11,11.185563
-980,5,11.188561
-1020,9,11.193558
-1020,7,11.197556
-1010,4,11.199555
-1010,6,11.202553
-1050,12,11.208549
-1160,17,11.268515
-1030,8,11.274512
-1020,5,11.27751
-1070,14,11.286505
-1040,11,11.295499
-1130,20,11.308492
-1050,10,11.315488
-1030,8,11.320485
-1070,10,11.327481
-1090,14,11.335476
-1010,6,11.338475
-1080,13,11.39844
-970,4,11.400439
-1030,6,11.404437
-1010,6,11.409434
-1020,5,11.411433
-1010,4,11.413432
-1020,5,11.41643
-1010,6,11.421427
-1000,5,11.424425
-1040,9,11.429422
-1060,7,11.43242
-1050,8,11.437418
-1040,9,11.443415
-1080,11,11.449411
-1030,8,11.455407
-1150,20,11.466401
-990,6,11.470399
-1080,11,11.526366
-1140,17,11.535361
-1000,5,11.53736
-990,4,11.539359
-1010,6,11.543357
-1000,5,11.546355
-1080,13,11.556349
-1050,8,11.560347
-1020,9,11.566343
-1010,4,11.568342
-1110,14,11.576338
-1040,7,11.580335
-1020,7,11.586332
-1020,5,11.58933
-1050,8,11.593328
-1020,7,11.599324
-1000,5,11.653293
-1010,4,11.655293
-1230,26,11.670283
-1010,4,11.672282
-1030,8,11.677279
