#{"t_start": 1590690218.4706721, "env_id": "zhedLevel6-v0"}
r,l,t
-1060,11,2.892336
-1070,8,2.896333
-1030,8,2.90133
-990,4,2.904329
-1140,19,2.917321
-1030,4,2.91932
-1020,5,2.923318
-1020,7,2.927315
-1080,11,2.933312
-1090,10,2.938309
-1020,7,2.941307
-1050,8,2.946305
-1110,14,2.953301
-1190,20,3.016264
-1030,8,3.021261
-1230,26,3.04025
-1030,6,3.044248
-970,4,3.046247
-1050,6,3.050245
-1050,8,3.054243
-1020,7,3.05824
-1030,4,3.061239
-1020,7,3.066236
-1050,8,3.071233
-980,5,3.07523
-1010,4,3.077231
-1090,14,3.086224
-1020,7,3.090222
-1070,14,3.152186
-1000,5,3.155185
-1080,11,3.161181
-1040,7,3.165179
-1020,5,3.168177
-1020,5,3.171175
-1000,5,3.174173
-1120,15,3.182169
-1180,21,3.194162
-1130,14,3.201158
-1010,6,3.204156
-1020,7,3.208154
-1140,15,3.216149
-1000,5,3.271117
-1030,6,3.274116
-1010,4,3.276115
-990,6,3.281112
-980,5,3.28411
-1020,9,3.289108
-1050,8,3.293105
-1010,8,3.298102
-1060,11,3.304099
-1120,15,3.312094
-1010,8,3.318091
-1050,8,3.322088
-1050,8,3.327085
-1050,8,3.331084
-980,5,3.334081
-1110,16,3.342077
-1060,9,3.400043
-1000,5,3.403042
-1100,11,3.411038
-1050,10,3.416035
-1110,16,3.426028
-1000,5,3.430027
-1010,8,3.436023
-990,4,3.438022
-1030,6,3.442019
-1020,7,3.447016
-1020,7,3.451015
-1100,15,3.460009
-1020,5,3.463008
-1060,13,3.471003
-1030,8,3.476
-1040,5,3.529969
-1030,6,3.533967
-1000,5,3.536965
-1060,13,3.546959
-1030,8,3.551956
-1030,10,3.557953
-1030,6,3.56195
-1000,7,3.567947
-1000,7,3.571944
-1050,10,3.577941
-1040,11,3.583938
-1010,4,3.586936
-1070,10,3.591933
-990,4,3.594931
-1050,10,3.601927
-1060,11,3.609923
-1020,7,3.66589
-970,4,3.668889
-1000,7,3.672887
-1020,5,3.676884
-990,6,3.680882
-1060,7,3.68488
-1100,13,3.692875
-1040,9,3.698872
-1050,6,3.701869
-1030,8,3.705868
-1030,6,3.708866
-1040,9,3.714862
-1110,16,3.725856
-990,4,3.728854
-1030,10,3.73585
-1040,7,3.738848
-1000,5,3.742846
-1050,8,3.800812
-1060,9,3.807808
-1050,8,3.811806
-1000,5,3.814805
-1050,10,3.8228
-1010,4,3.824799
-1040,11,3.833794
-1170,20,3.843788
-1000,5,3.846786
-1010,8,3.851783
-1070,10,3.85778
-1020,5,3.859779
-1020,5,3.862777
-1040,7,3.866775
-1030,8,3.871772
-1030,8,3.92774
-980,5,3.931738
-990,4,3.934736
-1020,7,3.938733
-1000,5,3.941732
-1100,13,3.949727
-1030,6,3.953725
-1010,6,3.957723
-1020,7,3.960721
-1000,7,3.966717
-1040,11,3.974713
-1030,8,3.97871
-990,4,3.981709
-1050,8,3.986706
-1060,9,3.990704
-1090,12,3.9977
-1010,6,4.000698
-1010,8,4.057665
-1140,19,4.071657
-1050,8,4.076654
-1070,10,4.081651
-1020,7,4.085649
-970,4,4.088647
-1130,16,4.099641
-1030,6,4.103639
-1070,10,4.109635
-1040,7,4.113633
-1040,9,4.119629
-1030,6,4.123627
-1020,7,4.127625
-1090,12,4.133621
-1020,7,4.190589
-1030,8,4.195586
-1040,7,4.199584
-990,4,4.201582
-1050,8,4.206579
-1030,6,4.210577
-1010,8,4.215574
-1070,12,4.22257
-1020,7,4.227568
-1060,9,4.232565
-1020,5,4.235563
-1050,10,4.24156
-1000,5,4.244558
-1220,25,4.262547
-1030,4,4.264547
-1000,5,4.267545
-1050,8,4.323512
-1050,8,4.328509
-990,4,4.330508
-990,4,4.333506
-1040,7,4.337504
-990,4,4.339503
-1000,5,4.342501
-1040,7,4.346499
-1030,8,4.352495
-990,4,4.354494
-1030,10,4.36249
-1040,9,4.366488
-1230,28,4.384477
-1050,10,4.391473
-1110,16,4.401467
-1030,6,4.456435
-990,4,4.458435
-990,6,4.463432
-1020,5,4.465431
-1080,9,4.470428
-1040,7,4.474425
-1030,10,4.480422
-1170,22,4.492415
-1000,5,4.495413
-1090,12,4.50141
-1090,12,4.507406
-1080,11,4.514403
-1030,8,4.519399
-1000,5,4.522398
-1020,5,4.525396
-1040,7,4.580364
-1030,6,4.585361
-1000,7,4.590358
-1050,8,4.594356
-990,4,4.596355
-1050,6,4.600353
-990,4,4.602351
-1240,25,4.614344
-1010,6,4.618342
-1020,5,4.621341
-1000,5,4.623339
-1030,6,4.626338
-1020,5,4.629336
-1030,8,4.634333
-1050,10,4.64033
-1090,12,4.647326
-1010,6,4.702294
-1030,6,4.706292
-1030,6,4.710289
-1030,6,4.713288
-1100,13,4.721283
-990,6,4.725281
-1100,15,4.734276
-1060,11,4.742271
-1020,7,4.74527
-1040,11,4.754264
-1000,7,4.759261
-1020,5,4.762259
-1030,6,4.765258
-1050,8,4.770255
-990,4,4.772254
-1060,11,4.77825
-1090,16,4.841214
-1080,11,4.847211
-1060,9,4.852208
-1010,6,4.856205
-1000,7,4.861203
-1080,13,4.868199
-1080,11,4.874195
-1050,8,4.879192
-1030,8,4.885189
-1160,21,4.899181
-1030,10,4.905178
-1050,8,4.909175
-1090,12,4.968141
-970,4,4.971139
-1060,11,4.979135
-1050,10,4.985131
-1030,6,4.989129
-1090,12,4.995126
-1080,9,5.000122
-1080,9,5.00412
-990,6,5.008118
-1030,8,5.012115
-980,5,5.016113
-1020,7,5.019111
-1050,8,5.025108
-1120,15,5.033103
-1080,15,5.096068
-1030,4,5.098066
-1090,14,5.10906
-1020,7,5.114057
-1020,7,5.118054
-1020,7,5.123051
-1010,8,5.128049
-1070,8,5.132046
-1180,21,5.147038
-1090,12,5.154034
-1040,9,5.159031
-1070,8,5.163028
-1020,5,5.167026
-1040,9,5.172024
-1040,9,5.228991
-1000,5,5.23199
-1060,11,5.239985
-990,4,5.242983
-1000,7,5.247981
-980,5,5.250979
-1120,17,5.259973
-1020,5,5.263971
-1030,10,5.271966
-1070,10,5.277963
-1110,14,5.285958
-1040,7,5.289956
-1040,7,5.293954
-1050,12,5.30195
-1080,9,5.306947
-1000,5,5.361914
-1040,9,5.366911
-1060,9,5.372908
-1070,10,5.377905
-1010,8,5.382903
-1020,9,5.389898
-1030,8,5.393896
-1010,8,5.400892
-1020,5,5.402891
-1070,10,5.408887
-1070,12,5.418882
-1100,15,5.426877
-1110,14,5.434873
-1000,7,5.439869
-1080,11,5.496837
-1010,4,5.499835
-1140,17,5.50883
-1020,5,5.511828
-1020,5,5.514827
-1030,6,5.517825
-1050,8,5.522822
-1090,12,5.530817
-1060,7,5.534815
-1070,10,5.539812
-990,6,5.544809
-1010,6,5.547807
-990,4,5.550806
-1050,10,5.556802
-1090,14,5.565797
-1060,9,5.621765
-1100,15,5.63076
-1030,10,5.637756
-1050,8,5.641753
-1040,7,5.645751
-1120,15,5.652747
-990,4,5.655745
-1100,13,5.662741
-1010,6,5.666739
-1000,5,5.669738
-1140,15,5.679731
-1030,8,5.684729
-1110,14,5.693724
-990,6,5.748692
-1030,8,5.753689
-1020,5,5.756688
-1030,8,5.760686
-1030,6,5.764683
-1070,10,5.770679
-1040,9,5.776676
-1200,23,5.789668
-1000,5,5.792667
-1070,12,5.799663
-970,4,5.802661
-990,4,5.80566
-1000,5,5.808657
-1090,12,5.815653
-1050,10,5.820651
-970,4,5.875619
-1020,7,5.879616
-1030,6,5.883614
-1010,6,5.887612
-1000,7,5.892609
-980,5,5.895607
-1110,16,5.904602
-990,6,5.9086
-1020,5,5.911598
-1030,10,5.919594
-1060,9,5.924591
-990,4,5.927589
-1060,9,5.932586
-1040,9,5.937583
-1050,8,5.941581
-1060,7,5.945579
-1040,7,5.949576
-1010,6,5.953574
-1030,6,6.008542
-1060,11,6.015538
-1020,7,6.019536
-1040,5,6.022534
-1000,5,6.025532
-1040,9,6.03053
-1000,7,6.034528
-1010,6,6.038525
-1050,10,6.045521
-1070,10,6.051517
-1030,8,6.056515
-1060,11,6.06451
-980,5,6.067508
-1080,13,6.075504
-1000,5,6.079502
-1100,15,6.142465
-990,4,6.144464
-1070,12,6.152459
-1070,12,6.160455
-1040,7,6.163453
-1010,8,6.16845
-1030,6,6.172448
-970,4,6.175447
-1060,9,6.181443
-1040,9,6.18644
-1040,9,6.191437
-1020,9,6.196434
-1070,10,6.202431
-990,6,6.206429
-1040,9,6.210426
-1040,5,6.213424
-1020,7,6.269392
-1070,10,6.274389
-1020,7,6.278387
-990,6,6.283384
-1060,11,6.291379
-1040,7,6.295377
-1060,11,6.304372
-1030,8,6.30837
-1050,8,6.313367
-1070,14,6.322362
-1000,7,6.327359
-1050,8,6.332356
-1010,6,6.335354
-1110,12,6.34235
-1090,14,6.401316
-1050,6,6.405314
-1020,5,6.408312
-1000,5,6.411311
-1010,4,6.41331
-1040,9,6.418306
-1030,6,6.421304
-1030,6,6.424303
-1020,7,6.4283
-1000,5,6.432298
-1020,9,6.439294
-1080,11,6.445291
-970,4,6.448289
-1060,11,6.455285
-1040,9,6.460282
-1010,6,6.46428
-1080,13,6.471276
-1100,15,6.535239
-1010,6,6.538237
-1010,4,6.540236
-1010,6,6.544234
-1040,7,6.547232
-990,6,6.552229
-1030,8,6.557226
-1090,14,6.56722
-1020,5,6.569219
-1030,8,6.575216
-1020,7,6.578214
-1040,7,6.582212
-1000,5,6.58621
-990,4,6.588208
-1010,6,6.592206
-990,4,6.594205
-1020,5,6.597203
-1070,10,6.604199
-990,6,6.608197
-990,4,6.662166
-1040,9,6.669163
-1060,7,6.67216
-1020,7,6.676158
-1010,8,6.682154
-1030,6,6.686152
-1180,21,6.697146
-1030,6,6.700145
-1020,7,6.704143
-1050,8,6.709139
-970,4,6.713137
-1170,22,6.730127
-1250,28,6.796089
-1060,11,6.805084
-1010,6,6.809082
-1030,10,6.815079
-1000,5,6.818077
-1010,8,6.824074
-1080,11,6.83007
-1040,9,6.836066
-1020,5,6.838065
-1090,10,6.844061
-1010,6,6.84806
-1100,13,6.856055
-1030,6,6.860052
-990,4,6.862052
-1070,10,6.868048
-1070,12,6.926014
-1050,10,6.932011
-990,4,6.935009
-1090,14,6.945003
-1050,8,6.950001
-1030,8,6.954998
-1080,11,6.959995
-1020,5,6.962993
-1060,9,6.967991
-1050,8,6.971988
-1040,7,6.975985
-1070,12,6.982981
-1140,19,6.993975
-1060,7,6.998973
-1090,12,7.056939
-980,5,7.060937
-990,4,7.062936
-980,5,7.066933
-1100,11,7.071931
-1090,12,7.080925
-1010,4,7.082924
-1040,9,7.08992
-1020,5,7.092918
-1090,14,7.102912
-1030,6,7.105911
-1080,11,7.110908
-1020,7,7.115905
-1000,5,7.119903
-1010,6,7.1239
-1010,6,7.126899
-1100,13,7.184866
-1210,22,7.195859
-1070,14,7.207852
-1160,19,7.217846
-1060,9,7.221844
-1060,9,7.227841
-1070,14,7.238834
-1050,8,7.243832
-1000,5,7.24683
-1010,6,7.249828
-1180,21,7.312792
-970,4,7.31479
-1060,11,7.321786
-1060,7,7.326784
-1000,5,7.329782
-1060,11,7.335779
-1030,8,7.341775
-1020,5,7.343774
-1060,9,7.348771
-1040,9,7.354768
-1030,8,7.360765
-1150,18,7.370759
-1000,7,7.374757
-1030,6,7.378754
-1020,5,7.381752
-1000,5,7.38475
-1040,9,7.440719
-1010,6,7.444716
-1000,7,7.449713
-1010,8,7.45471
-1040,11,7.463705
-990,6,7.466703
-1030,6,7.470701
-1040,7,7.473699
-1150,20,7.486691
-1060,9,7.49069
-1020,7,7.495686
-1000,7,7.501683
-1070,12,7.509679
-1030,8,7.514675
-1070,10,7.520672
-970,4,7.574641
-1080,13,7.584635
-1000,7,7.589633
-1050,8,7.59363
-1010,4,7.595629
-1120,17,7.608622
-1000,5,7.61162
-1070,14,7.622614
-1090,10,7.627611
-1050,10,7.632608
-1000,5,7.635606
-990,6,7.639604
-1070,10,7.644601
-1020,9,7.651597
-1020,5,7.653595
-1150,20,7.716559
-990,6,7.720557
-1000,5,7.723555
-1030,8,7.728552
-1040,11,7.735548
-1020,5,7.738546
-1110,12,7.744543
-980,5,7.747542
-1050,8,7.752538
-1020,9,7.757535
-1020,7,7.761533
-1010,4,7.763532
-1190,26,7.783521
-1030,6,7.838489
-1050,10,7.845485
-1340,39,7.865474
-1040,7,7.868472
-1040,9,7.874468
-1060,11,7.880465
-1020,9,7.887461
-1020,7,7.891459
-1080,11,7.898455
-1010,4,7.901453
-1110,12,7.909448
-1050,10,7.967415
-1090,12,7.974411
-1040,9,7.979408
-1030,6,7.982406
-1000,5,7.986403
-1010,6,7.990402
-1020,7,7.9944
-1010,4,7.997398
-1040,7,8.000396
-1000,5,8.004394
-1050,10,8.01139
-1020,7,8.016387
-1030,4,8.018385
-1060,9,8.023383
-1010,6,8.026381
-1160,19,8.036375
-1060,7,8.039374
-1060,9,8.096341
-1090,12,8.104336
-1110,12,8.110333
-1110,12,8.116329
-1080,11,8.123325
-1030,8,8.129322
-1030,8,8.134319
-1050,12,8.143314
-1210,24,8.157305
-1000,5,8.160304
-1080,11,8.165301
-1010,6,8.170298
-1020,5,8.225267
-1040,9,8.232263
-1040,11,8.239259
-1440,49,8.264244
-1060,9,8.268242
-1090,12,8.277237
-1030,6,8.280235
-1060,9,8.287231
-990,4,8.289229
-1010,6,8.293227
-1000,5,8.296225
-1050,10,8.354192
-1100,13,8.361188
-1030,8,8.366185
-1010,6,8.370183
-1120,15,8.379178
-1020,5,8.381176
-1060,9,8.387173
-1030,6,8.391171
-1020,5,8.39317
-1040,9,8.398167
-1050,12,8.405163
-1090,14,8.415157
-1030,8,8.420154
-1010,4,8.422153
-1080,11,8.48012
-1070,12,8.486116
-1070,14,8.496111
-1210,22,8.507104
-990,4,8.510103
-1110,14,8.518098
-1010,8,8.522096
-990,4,8.524095
-1020,7,8.528092
-1080,11,8.534089
-1020,9,8.539086
-1050,10,8.545083
-1250,28,8.620039
-1020,7,8.625036
-1070,12,8.634031
-1000,5,8.63703
-1090,12,8.644026
-1030,8,8.650022
-1030,6,8.65302
-1010,8,8.659017
-1030,6,8.663015
-1070,10,8.668012
-1240,25,8.682003
-1170,20,8.747966
-1110,16,8.75796
-1050,8,8.761957
-1020,5,8.764956
-1110,16,8.776949
-1090,16,8.785944
-1080,13,8.793939
-1020,7,8.796937
-1070,10,8.802934
-1050,10,8.808931
-1040,11,8.814927
-1160,19,8.876892
-1070,14,8.886886
-1060,11,8.89588
-1070,12,8.903876
-1060,11,8.911871
-1080,11,8.918867
-1040,9,8.924864
-1050,6,8.928862
-1220,27,8.943853
-1030,6,8.947851
-1130,18,9.010814
-1000,5,9.014812
-1010,8,9.019809
-1080,11,9.026805
-1200,25,9.040797
-1210,24,9.054789
-1190,22,9.065783
-1150,20,9.080774
-1010,8,9.136742
-1050,10,9.142738
-1110,16,9.153732
-1240,29,9.170722
-1250,28,9.188712
-1070,12,9.195708
-1050,8,9.200705
-1040,5,9.204703
-1300,33,9.273663
-1010,8,9.27866
-1180,23,9.292653
-1030,4,9.294651
-1180,23,9.308643
-1200,25,9.322635
-1150,22,9.337626
-1150,18,9.398592
-1230,26,9.417581
-1220,27,9.43557
-1120,17,9.445565
-1420,47,9.530515
-1310,36,9.549505
-1350,38,9.567494
-1120,17,9.578488
-1380,43,9.653444
-1120,19,9.664438
-2170,122,9.805357
-1020,5,9.808355
-1060,7,9.811353
-1110,14,9.820349
-1060,11,9.827344
-1310,36,9.844335
-1130,18,9.854329
-1010,4,9.856328
-1230,26,9.92129
-1390,42,9.946276
-1810,86,10.046219
-1720,79,10.11218
-2630,168,10.336052
-1780,85,10.398016
-1180,25,10.412008
-1180,21,10.473972
-1680,73,10.51395
-1030,8,10.518947
-1160,21,10.52994
-3300,233,10.7728
-1240,27,10.787792
-1250,28,10.85875
-2010,104,10.924713
-1640,67,11.010664
-1400,43,11.032651
-3330,238,11.291502
-4640,365,11.692271
-1170,20,11.704264
-1430,48,11.787217
-1380,41,11.813202
-1140,17,11.823196
-1820,87,11.927136
-3150,220,12.133017
-2370,140,12.256946
-1360,41,12.339898
-1890,94,12.447836
-1870,94,12.501805
-3790,282,12.816624
-1660,73,12.918566
-6170,520,13.439266
-2080,111,13.577187
-2330,138,13.720104
-1490,54,13.747089
-3610,264,14.065906
-4200,325,14.377726
-3290,234,14.606594
-1710,76,14.655566
-8870,790,15.426122
-2400,145,15.578035
-7370,642,16.309614
-10740,979,17.478941
-1710,74,17.575885
-3740,277,17.812749
-1980,103,17.93168
-3770,282,18.19453
-3270,230,18.507349
-2800,185,18.695241
-32910,3194,22.394113
-48210,4724,27.278301
-1478560,147759,180.34421
-402480,40155,220.625028
-12606570,1260564,1493.486482
-1190,22,1493.507471
-1010,4,1493.50947
-1120,17,1493.519463
-1230,26,1493.532456
-1420,45,1493.566436
-1630,66,1493.650388
-1550,60,1493.688367
-2630,170,1493.909239
-1280,33,1493.926229
-1380,45,1493.957211
-1690,74,1494.061152
-3600,263,1494.329997
-1190,24,1494.344989
-2060,111,1494.451927
-4420,349,1494.849698
-1460,51,1494.888675
-2090,114,1495.0196
-2810,186,1495.286446
-1540,61,1495.342414
-3250,230,1495.561289
-12300,1137,1496.818564
-1970,104,1496.894521
-15490,1454,1498.324697
-1230,30,1498.344686
-6850,592,1499.035289
-41440,4049,1503.459743
-9610,866,1504.389208
-15620,1467,1505.973296
-32130,3118,1509.265401
-96660,9571,1519.350598
-15660,1471,1520.872722
-16590,1564,1522.679682
-12620,1167,1523.959944
-6450,550,1524.535613
-122190,12124,1537.927906
-45260,4431,1542.599217
-8670,774,1543.434737
-1010,6,1543.438735
-3970,302,1543.826511
-12750,1182,1545.092782
-1030,8,1545.097779
-990,6,1545.101777
-71560,7063,1552.754373
-7830,688,1553.54192
-56850,5590,1560.129128
-17620,1667,1562.134975
-4450,348,1562.513756
-20960,2001,1565.162232
-72070,7112,1571.540561
-970,4,1571.543559
-55840,5485,1577.012412
-1040,9,1577.019408
-24880,2393,1579.549952
-81500,8055,1587.311485
-1250,28,1587.327476
-43000,4207,1592.100728
-2730,178,1592.294616
-1370,40,1592.314605
-15890,1494,1593.917683
-2720,177,1594.167539
-2290,132,1594.339441
-1040,9,1594.344437
-1940,99,1594.433386
-1080,13,1594.491353
-4020,307,1594.766195
-4660,369,1595.179956
-1000,5,1595.183954
-1450,48,1595.212938
-980,5,1595.215936
-2190,122,1595.340864
-13080,1211,1596.455222
-2340,137,1596.573154
-4110,316,1596.920954
-1860,91,1597.029892
-1000,5,1597.032891
-1170,20,1597.044883
-1010,6,1597.048881
-1950,100,1597.184803
-5420,445,1597.612556
-4730,378,1598.065296
-1060,11,1598.072292
-86780,8583,1607.519854
-23740,2275,1609.641634
-58970,5802,1616.510681
-47390,4644,1621.126024
-22380,2141,1623.280784
-29070,2812,1626.494935
-9320,833,1627.240505
-1870,88,1627.33745
-13970,1300,1628.595725
-17900,1693,1630.179814
-15090,1410,1631.795883
-970,4,1631.797882
-9140,817,1632.905246
-33930,3294,1635.766598
-1550,58,1635.85055
-10060,911,1636.941922
-13530,1260,1638.260163
-58970,5800,1644.691462
-35750,3478,1648.95301
-5130,414,1649.410747
-32830,3186,1652.6189
-1080,11,1652.624897
-8890,796,1653.565355
-69650,6870,1661.622718
-1310,34,1661.699673
-8660,771,1662.446244
-94380,9341,1671.793865
-10780,981,1672.891232
-22060,2109,1675.032001
-40130,3916,1678.822819
-46670,4570,1683.419174
-1070,14,1683.429168
-11830,1086,1684.511545
-2130,118,1684.629477
-15250,1428,1686.051659
-1620,67,1686.088638
-1030,8,1686.094635
-5970,502,1686.724272
-8310,736,1687.621755
-1620,67,1687.668728
-136720,13575,1701.790601
-5600,463,1702.176379
-5390,444,1702.629119
-5040,407,1703.026889
-1270,34,1703.048877
-2790,184,1703.242765
-1150,22,1703.310727
-1950,100,1703.387682
-3570,262,1703.622546
-2280,133,1703.828429
-4730,378,1704.2252
-20500,1953,1706.284015
-1820,87,1706.352975
-8180,723,1707.121533
-6140,517,1707.797144
-980,5,1707.801142
-26640,2567,1710.120806
-1040,11,1710.128802
-4780,379,1710.560554
-32430,3148,1713.639782
-1010,6,1713.643779
-1060,11,1713.649776
-1370,42,1713.680758
-11420,1045,1714.635208
-5410,442,1715.052968
-1060,11,1715.060964
-1380,43,1715.08495
-4320,337,1715.462732
-4540,359,1715.794541
-9160,821,1716.563099
-62070,6114,1723.514099
-4840,387,1723.910871
-1390,40,1723.932858
-6990,602,1724.480543
-4280,335,1724.912294
-5470,454,1725.402012
-2630,168,1725.557922
-2400,141,1725.748813
-49440,4849,1730.02835
-990,4,1730.030349
-3150,220,1730.255219
-34240,3329,1733.917112
-2710,174,1734.123993
-2370,140,1734.242924
-1850,90,1734.311884
-4700,373,1734.806599
-7510,656,1735.427243
-12530,1158,1736.698511
-1730,78,1736.811446
-2370,144,1736.964358
-4880,395,1737.388114
-64240,6329,1743.071844
-1110,12,1743.07784
-1430,46,1743.102825
-7230,626,1743.758448
-1120,17,1743.77244
-2830,184,1744.011302
-1950,100,1744.065271
-2620,167,1744.277149
-1620,63,1744.307132
-970,4,1744.31013
-1540,59,1744.405076
-1950,100,1744.463042
-1830,88,1744.567982
-1330,34,1744.589969
-1690,70,1744.678918
-37380,3643,1748.197893
-1520,55,1748.276848
-5610,464,1748.81154
-2540,157,1748.939466
-1010,6,1748.943464
-1130,16,1748.952458
-1010,6,1748.956456
-11520,1057,1750.185749
-6730,576,1750.969298
-2570,162,1751.100223
-5130,414,1751.45302
-14870,1390,1752.853214
-2600,165,1753.015121
-1630,66,1753.123059
-2870,192,1753.302956
-6620,565,1753.90061
-5020,409,1754.35335
-6210,522,1754.873051
-2340,135,1754.990983
-4250,328,1755.445722
-88490,8752,1763.956824
-1030,10,1763.96382
-1660,69,1764.052768
-1000,5,1764.055766
-4140,319,1764.314618
-1190,20,1764.324612
-10910,996,1765.224094
-3810,284,1765.496937
-8960,801,1766.248504
-5170,422,1766.658268
-13510,1256,1767.887562
-9540,855,1768.604148
-5460,449,1769.093867
