#{"t_start": 1590686062.1176999, "env_id": "zhedLevel5-v0"}
r,l,t
-1020,7,3.04025
-1060,7,3.043249
-990,6,3.047247
-1020,5,3.049245
-1010,8,3.054242
-1020,7,3.05824
-1030,8,3.063237
-980,5,3.066235
-1070,10,3.072232
-1130,20,3.139193
-1040,7,3.143191
-1030,8,3.148189
-1040,9,3.155184
-1060,11,3.160181
-1000,5,3.163179
-1040,9,3.169177
-1020,5,3.172174
-970,4,3.174173
-1000,5,3.177172
-1030,8,3.182168
-1000,5,3.185167
-1000,5,3.188165
-1020,5,3.190164
-1080,15,3.200159
-1140,17,3.261123
-1060,11,3.26712
-990,6,3.271118
-1000,7,3.276115
-1180,21,3.286109
-1090,16,3.297102
-990,4,3.300101
-1000,5,3.303099
-1040,9,3.309096
-1000,5,3.312094
-1050,8,3.316092
-1010,6,3.320089
-1130,20,3.331083
-990,4,3.333082
-1020,5,3.390049
-1070,10,3.395046
-1070,10,3.400043
-1080,15,3.409038
-1020,5,3.412036
-1000,7,3.417033
-1130,16,3.425029
-1070,14,3.432025
-1010,6,3.436023
-1050,12,3.444018
-1030,6,3.447016
-1100,13,3.454012
-1070,12,3.515977
-1040,11,3.522972
-1100,15,3.531967
-1080,11,3.537963
-1020,9,3.54396
-1080,13,3.550956
-990,4,3.552955
-1100,15,3.562949
-1040,9,3.568946
-1090,14,3.575942
-1080,11,3.581939
-1030,8,3.586936
-1040,11,3.646901
-1030,6,3.649899
-990,4,3.652898
-1040,9,3.657895
-1030,6,3.660893
-990,6,3.664891
-1080,11,3.669888
-1060,11,3.677883
-1020,5,3.679882
-1040,7,3.68388
-1010,8,3.688877
-1050,8,3.692874
-1050,10,3.697872
-1020,5,3.70087
-980,5,3.703868
-1090,16,3.713863
-1020,7,3.717861
-1020,5,3.771829
-1180,21,3.782823
-1020,5,3.784822
-990,4,3.78782
-1090,10,3.792818
-1040,9,3.796815
-980,5,3.799813
-1030,8,3.80481
-1040,9,3.809807
-1070,10,3.814805
-1010,6,3.817803
-1000,5,3.820801
-1170,20,3.833793
-1000,7,3.838791
-1040,11,3.897757
-1070,14,3.907751
-1010,6,3.911749
-1030,6,3.914747
-990,4,3.916745
-1020,7,3.920743
-1110,16,3.929738
-1010,8,3.934735
-980,5,3.937734
-1060,11,3.94473
-1020,7,3.948728
-1110,16,3.956723
-1050,12,3.964718
-990,4,3.966717
-1040,7,4.021686
-990,4,4.024684
-1030,6,4.027682
-1030,8,4.033679
-1000,5,4.036677
-970,4,4.038676
-980,5,4.041674
-1060,9,4.046671
-990,4,4.049669
-980,5,4.052668
-1200,23,4.063661
-1010,6,4.06666
-1050,10,4.072656
-1040,7,4.075655
-1090,16,4.086648
-1030,6,4.089646
-1020,5,4.091645
-1050,10,4.149612
-1130,18,4.160605
-1030,8,4.164604
-1010,6,4.168601
-1000,5,4.1706
-1020,9,4.176597
-1040,7,4.180594
-1020,5,4.182593
-1060,7,4.185592
-1110,16,4.194586
-990,4,4.196585
-1220,29,4.219572
-1020,7,4.22257
-1050,12,4.282535
-990,4,4.285533
-1010,6,4.288532
-1080,13,4.297527
-1010,6,4.300524
-1010,4,4.302523
-1030,8,4.307521
-990,4,4.309519
-1150,16,4.317515
-1240,29,4.336504
-1070,10,4.3425
-1000,5,4.344499
-1020,5,4.347498
-1090,12,4.406464
-1050,8,4.410462
-1070,14,4.417458
-970,4,4.420456
-1040,9,4.425453
-1070,14,4.435447
-1030,6,4.438446
-1050,10,4.444442
-980,5,4.44744
-1070,10,4.453437
-1050,10,4.459434
-1030,10,4.464431
-980,5,4.467429
-1000,5,4.470427
-1040,7,4.474425
-1010,8,4.533391
-1050,10,4.539388
-1030,8,4.544385
-1000,5,4.547383
-1020,7,4.55138
-1010,8,4.556378
-1030,10,4.562374
-1010,6,4.566372
-1120,17,4.577365
-1020,7,4.582363
-1030,10,4.58736
-1050,10,4.593356
-1030,8,4.598354
-1030,6,4.600353
-1000,5,4.603351
-1040,9,4.662317
-1040,9,4.667314
-1080,11,4.673311
-1030,8,4.678308
-1030,8,4.683305
-990,4,4.686303
-1010,4,4.688302
-1020,5,4.6913
-1010,8,4.697296
-1000,5,4.700295
-990,6,4.703293
-990,4,4.706291
-1000,5,4.70929
-1040,9,4.715286
-1050,10,4.721283
-1050,10,4.727279
-1020,7,4.731277
-1080,11,4.738273
-990,4,4.794241
-1020,7,4.799238
-1010,6,4.803236
-1150,16,4.811231
-1030,6,4.814229
-1090,14,4.823224
-1030,8,4.828221
-1080,13,4.836216
-990,6,4.840214
-1050,10,4.84721
-1010,6,4.851208
-1020,7,4.855206
-980,5,4.858204
-1010,6,4.861202
-990,4,4.863201
-990,6,4.867199
-1010,6,4.872196
-1020,7,4.929163
-970,4,4.932161
-1040,9,4.938158
-1070,10,4.943155
-1030,4,4.945154
-1020,9,4.950151
-1040,7,4.954149
-1030,8,4.959146
-1090,14,4.967141
-1020,7,4.971139
-1030,8,4.977136
-990,6,4.981133
-1030,8,4.98613
-1000,5,4.989129
-1020,7,4.993126
-1010,4,4.995125
-1060,9,4.999123
-1050,8,5.05709
-1030,8,5.063086
-1010,8,5.068083
-1000,5,5.071081
-1010,6,5.07408
-1010,6,5.077079
-1030,8,5.082075
-1040,9,5.088072
-970,4,5.09107
-1000,5,5.094069
-990,4,5.096067
-1080,13,5.103063
-1160,21,5.116055
-1060,11,5.122052
-1070,14,5.129048
-1110,16,5.191013
-1010,6,5.19501
-1060,11,5.202006
-1080,13,5.209002
-1010,8,5.213
-1080,13,5.219996
-1010,6,5.223993
-1020,7,5.227991
-1000,5,5.22999
-1010,6,5.233988
-1020,7,5.237986
-1100,11,5.243982
-990,6,5.24698
-1020,7,5.251977
-1020,9,5.310944
-1010,6,5.314941
-1000,5,5.31794
-1070,12,5.323936
-1000,5,5.326934
-1040,7,5.330932
-1040,9,5.335929
-1050,8,5.339927
-970,4,5.341925
-990,6,5.345923
-1100,17,5.354918
-1090,12,5.360915
-1000,5,5.364912
-1040,7,5.36791
-1060,9,5.372908
-1020,7,5.376906
-1090,12,5.436871
-1060,13,5.445865
-1000,5,5.448864
-1090,12,5.45686
-1020,9,5.461857
-1030,8,5.466853
-1030,6,5.469852
-1060,9,5.474849
-1010,6,5.478847
-990,6,5.482844
-1000,5,5.484843
-1080,13,5.492839
-990,6,5.496837
-1070,12,5.503833
-1010,6,5.506831
-1030,6,5.510828
-1010,8,5.570794
-1000,5,5.573792
-970,4,5.576791
-1030,8,5.580788
-1040,11,5.587784
-1020,5,5.590782
-990,4,5.592781
-1010,6,5.596779
-1180,23,5.608772
-1060,11,5.614769
-1000,5,5.618766
-1050,10,5.624763
-990,4,5.627761
-1100,15,5.635756
-1030,10,5.641753
-1030,6,5.697721
-990,6,5.702718
-1000,5,5.704717
-1030,6,5.707716
-1010,6,5.711713
-1050,8,5.715711
-1070,10,5.721707
-1010,6,5.725705
-1130,16,5.7337
-980,5,5.736698
-1010,6,5.739697
-1030,8,5.744694
-1020,7,5.749691
-990,4,5.75169
-1010,6,5.755688
-1050,12,5.763683
-1010,4,5.765682
-1030,6,5.76868
-1050,10,5.827646
-1010,6,5.831644
-1040,7,5.835641
-1020,9,5.840639
-1090,16,5.851632
-1050,10,5.856629
-1030,6,5.860627
-1050,10,5.866624
-1020,5,5.868623
-1010,8,5.87362
-1020,7,5.877618
-1210,24,5.89061
-1030,6,5.893608
-1020,9,5.952574
-1000,5,5.955572
-1030,8,5.95957
-1060,11,5.966566
-1000,5,5.969564
-980,5,5.972563
-990,4,5.975561
-1050,8,5.979559
-990,4,5.981557
-1040,7,5.985555
-1040,9,5.991552
-1040,7,5.99455
-1050,8,5.999547
-1090,10,6.004544
-1110,14,6.01154
-1090,12,6.018536
-1020,7,6.022534
-1040,7,6.079501
-1040,9,6.084498
-980,5,6.087497
-1060,9,6.091494
-1010,8,6.096492
-1010,6,6.100489
-1020,5,6.102488
-1070,10,6.108485
-1090,14,6.11648
-1010,6,6.119478
-990,6,6.124476
-1000,5,6.126474
-1050,10,6.132471
-1010,4,6.13447
-1060,9,6.139466
-1020,5,6.142465
-1070,10,6.146462
-1040,7,6.204429
-1030,8,6.208427
-1010,6,6.211425
-1120,13,6.218421
-1020,7,6.222419
-1010,8,6.228415
-1040,9,6.233413
-1000,7,6.23841
-1030,8,6.242407
-1050,10,6.248404
-1050,8,6.252402
-1040,11,6.259398
-1010,6,6.263395
-980,5,6.266394
-1000,5,6.269392
-1050,8,6.274389
-1020,5,6.330357
-1030,8,6.335354
-1010,6,6.339351
-1030,6,6.34235
-1020,7,6.346348
-1050,12,6.354343
-990,4,6.357341
-990,4,6.35934
-1050,6,6.362338
-990,6,6.365337
-1030,10,6.373332
-1030,6,6.37633
-1020,9,6.381327
-990,4,6.384326
-1020,9,6.390322
-1010,6,6.39432
-1000,7,6.399317
-1040,9,6.404314
-1060,11,6.46328
-1100,17,6.473275
-1010,6,6.477272
-1090,14,6.484268
-1050,10,6.491264
-1020,7,6.494263
-1010,6,6.49826
-1120,13,6.505256
-1010,4,6.507255
-1040,9,6.512252
-1010,4,6.514251
-1000,5,6.51725
-970,4,6.520247
-1030,6,6.523246
-1030,8,6.528243
-1030,8,6.53324
-1020,5,6.589208
-1020,5,6.592206
-1060,9,6.596204
-1030,10,6.6032
-1100,15,6.612194
-1060,13,6.62019
-970,4,6.622189
-1010,4,6.625187
-980,5,6.627186
-1040,9,6.633183
-1050,10,6.63818
-1010,6,6.642177
-1010,6,6.645175
-1110,12,6.651172
-1000,5,6.65417
-1020,7,6.658168
-1050,10,6.717134
-1030,8,6.721132
-1030,10,6.727128
-1070,12,6.734124
-970,4,6.736123
-1060,11,6.743119
-990,4,6.745118
-1000,7,6.749116
-1070,10,6.755112
-1020,7,6.75911
-1020,7,6.763108
-1020,5,6.766106
-1000,7,6.771103
-1000,7,6.775101
-980,5,6.778099
-1000,7,6.783096
-970,4,6.786094
-1100,13,6.84606
-1070,10,6.851057
-1010,6,6.855055
-1080,15,6.866049
-1030,6,6.869047
-1030,6,6.872045
-1020,5,6.875043
-1020,7,6.879041
-1030,4,6.882039
-1000,5,6.885038
-1090,16,6.894032
-1010,6,6.89803
-1010,6,6.902028
-1020,9,6.909024
-990,4,6.911022
-1070,14,6.920018
-1060,7,6.975985
-1010,6,6.978984
-1030,8,6.982981
-1000,5,6.985979
-1020,7,6.990976
-1000,5,6.993975
-1020,7,6.997973
-1090,14,7.006967
-1060,11,7.014963
-1050,8,7.01896
-1020,7,7.023957
-1070,10,7.028955
-970,4,7.031953
-990,4,7.034952
-980,5,7.037949
-1120,13,7.043946
-1010,6,7.047943
-1040,7,7.103912
-970,4,7.10691
-1030,6,7.109908
-1040,9,7.114905
-1020,7,7.118903
-1030,8,7.1249
-1000,5,7.127898
-1020,9,7.133894
-1000,5,7.136893
-1040,9,7.14189
-1020,9,7.147887
-1040,5,7.150885
-1070,10,7.155882
-1000,5,7.15888
-990,4,7.160879
-1090,16,7.173871
-990,4,7.175871
-980,5,7.178868
-1030,8,7.236835
-1050,12,7.24483
-1020,7,7.248828
-1030,10,7.254824
-1030,6,7.257823
-1080,13,7.265818
-990,4,7.267817
-1040,9,7.273814
-1040,9,7.27981
-1040,7,7.282809
-990,6,7.287806
-1020,5,7.289804
-1040,7,7.293802
-1010,8,7.298799
-1060,9,7.303796
-1060,13,7.312792
-1090,14,7.373756
-1020,7,7.378753
-1050,12,7.386749
-1010,6,7.390746
-1010,6,7.394744
-1010,8,7.399741
-1020,7,7.403739
-1050,10,7.409736
-1050,8,7.414733
-1030,8,7.41873
-1070,12,7.426726
-1030,8,7.430724
-1000,5,7.433722
-1060,11,7.439719
-1040,9,7.498684
-1050,10,7.504681
-1030,8,7.509678
-1100,11,7.515675
-1000,7,7.519673
-1020,9,7.524669
-1030,8,7.529666
-1070,10,7.534664
-1030,8,7.539661
-1070,12,7.546657
-1040,7,7.549655
-1030,8,7.554652
-970,4,7.556651
-1040,9,7.561648
-990,6,7.564646
-1000,7,7.568644
-1010,4,7.623613
-1030,8,7.628609
-990,6,7.632607
-1000,5,7.635606
-1020,7,7.640603
-1000,5,7.642602
-990,4,7.6456
-1010,6,7.649597
-990,6,7.652596
-1150,16,7.660591
-1020,7,7.664589
-1020,7,7.668587
-1060,11,7.675583
-1030,8,7.68058
-1010,6,7.683578
-1030,8,7.688575
-1080,15,7.69757
-1030,8,7.754538
-1000,5,7.757535
-1020,9,7.763532
-1040,9,7.76753
-1010,8,7.772527
-1060,9,7.776525
-1000,5,7.779523
-990,6,7.783521
-1010,8,7.788518
-1040,9,7.794515
-1120,17,7.803509
-1020,5,7.806508
-1080,15,7.817502
-1150,20,7.881464
-1000,5,7.885462
-1030,10,7.892458
-1040,9,7.898455
-990,4,7.901453
-1000,5,7.903451
-1000,5,7.906449
-970,4,7.909448
-1130,18,7.919443
-1000,5,7.922441
-1090,12,7.928437
-1020,7,7.932435
-990,6,7.936433
-1020,5,7.938431
-1030,10,7.946426
-1000,5,7.948425
-1030,8,7.953423
-1020,7,8.010391
-1080,15,8.020384
-1040,7,8.024382
-1080,9,8.02838
-1020,9,8.034376
-1120,15,8.04437
-1080,13,8.052366
-1030,10,8.059362
-1010,6,8.06236
-980,5,8.065358
-1080,13,8.073354
-980,5,8.076352
-970,4,8.07935
-990,6,8.082349
-1030,8,8.087345
-1000,7,8.144313
-1030,8,8.14931
-1030,8,8.154307
-1120,19,8.164301
-1000,5,8.1663
-1100,15,8.175295
-970,4,8.177294
-1060,11,8.18429
-990,6,8.188288
-1070,12,8.197282
-1020,7,8.20128
-1000,7,8.205278
-1020,9,8.212274
-1020,5,8.215272
-1000,7,8.220269
-990,6,8.277236
-1080,13,8.284234
-1010,6,8.287231
-1010,6,8.290229
-1010,6,8.294227
-1020,9,8.299223
-1030,4,8.302222
-1090,14,8.309218
-1000,5,8.312216
-1030,10,8.318213
-1100,13,8.327207
-1040,9,8.332205
-1020,5,8.335203
-1090,12,8.3402
-1050,8,8.345197
-1070,10,8.404163
-1050,8,8.40916
-990,6,8.413158
-1030,8,8.417156
-1060,11,8.423152
-1130,16,8.432147
-1030,6,8.435145
-990,4,8.437144
-1020,7,8.441142
-990,4,8.443141
-990,4,8.445139
-1020,5,8.449137
-1080,13,8.457133
-990,6,8.46113
-1080,11,8.467127
-1030,8,8.471125
-1020,7,8.528092
-990,4,8.53109
-1030,8,8.535088
-1040,7,8.539086
-1000,7,8.545082
-1090,16,8.555076
-1050,10,8.561073
-1050,8,8.56607
-1060,7,8.569069
-1010,4,8.572067
-1040,9,8.577064
-1030,8,8.581061
-1040,7,8.58506
-1090,14,8.594054
-1070,12,8.60105
-1000,7,8.659017
-1010,8,8.664014
-1020,5,8.667011
-1070,14,8.675007
-1120,17,8.687001
-1010,6,8.690998
-1080,13,8.697994
-1040,11,8.706989
-1010,6,8.709987
-1020,7,8.713985
-990,4,8.715984
-1030,8,8.719981
-1040,11,8.725978
-990,6,8.729975
-1030,6,8.732974
-980,5,8.790941
-1010,6,8.793939
-1010,8,8.799936
-1000,5,8.802933
-1000,7,8.806931
-990,6,8.810929
-970,4,8.813927
-1030,8,8.817925
-1040,9,8.822922
-1050,10,8.828919
-990,6,8.831917
-980,5,8.835914
-1060,9,8.840912
-1010,8,8.846908
-1020,5,8.849907
-990,4,8.851905
-1050,10,8.856903
-1030,10,8.863899
-1110,14,8.923864
-1020,9,8.93086
-1030,6,8.934858
-1000,5,8.936857
-1050,10,8.942854
-970,4,8.944852
-990,4,8.947851
-1020,5,8.949849
-1030,10,8.956845
-1040,9,8.961842
-1070,10,8.967839
-1020,7,8.971836
-1010,8,8.976834
-1040,11,8.984829
-1050,8,8.988827
-1010,6,8.992825
-1070,12,9.05379
-1040,11,9.060786
-1080,13,9.067782
-1070,12,9.074778
-990,6,9.078775
-1080,11,9.08677
-1020,5,9.089769
-1020,7,9.093767
-990,6,9.097764
-1010,6,9.100762
-1020,7,9.10476
-1010,8,9.110757
-1040,11,9.115754
-1030,8,9.12175
-1010,6,9.124748
-1010,6,9.128747
-1080,13,9.19071
-1040,9,9.196707
-1120,17,9.205702
-1000,5,9.2087
-1020,7,9.212698
-990,6,9.216695
-1040,9,9.221692
-1010,6,9.224691
-1110,16,9.234685
-1020,9,9.239682
-1000,5,9.24368
-1080,15,9.252675
-1000,5,9.255673
-990,4,9.258671
-1130,16,9.319636
-1010,6,9.323634
-1110,14,9.332629
-1040,9,9.338625
-1010,8,9.343623
-1040,11,9.349619
-1070,10,9.354616
-1040,7,9.357615
-1050,8,9.362612
-1040,5,9.36561
-1090,12,9.371607
-1030,8,9.375604
-1030,10,9.381601
-1030,10,9.439568
-1010,6,9.443566
-970,4,9.445564
-990,4,9.448563
-1080,13,9.455558
-1010,6,9.458556
-1010,6,9.462554
-1050,8,9.466552
-1120,15,9.474547
-1020,9,9.480544
-1100,15,9.488539
-980,5,9.492537
-970,4,9.494536
-1010,6,9.497534
-1040,7,9.501532
-1000,5,9.50453
-1030,8,9.508528
-1050,8,9.565495
-1040,7,9.568493
-990,4,9.571491
-1040,11,9.576488
-990,6,9.580486
-1030,10,9.587482
-1080,13,9.594478
-1030,6,9.598476
-1070,14,9.607471
-1020,5,9.610469
-1010,8,9.615466
-1000,5,9.618464
-990,6,9.622462
-1020,9,9.628459
-970,4,9.630457
-1000,5,9.633456
-1030,4,9.635455
-1190,22,9.700417
-990,6,9.704415
-1050,10,9.709412
-1000,5,9.71241
-1090,16,9.725403
-1000,7,9.7294
-1120,15,9.736396
-1030,8,9.741395
-1090,14,9.749389
-1020,7,9.753387
-1050,10,9.759383
-1140,21,9.832342
-990,6,9.836339
-1000,5,9.840337
-1040,9,9.847333
-1000,7,9.851331
-1020,5,9.854329
-1140,19,9.866322
-1010,6,9.87032
-980,5,9.872319
-1020,9,9.878315
-1060,11,9.885311
-1060,9,9.890308
-1030,8,9.895305
-1000,5,9.898304
-1020,9,9.9043
-990,4,9.907298
-1000,5,9.965265
-1010,8,9.971262
-1040,9,9.977258
-1060,11,9.984254
-1160,19,9.995248
-990,6,9.999245
-1060,7,10.002244
-1070,10,10.007241
-1060,9,10.013237
-1060,11,10.020233
-1060,9,10.02623
-1020,7,10.031227
-1020,7,10.034225
-1060,13,10.044219
-1040,9,10.104185
-990,6,10.107184
-1090,12,10.114179
-1090,10,10.119176
-990,6,10.123174
-1010,6,10.127172
-1000,5,10.13017
-970,4,10.13217
-1000,5,10.135167
-1020,5,10.138165
-1010,6,10.141164
-1100,17,10.153157
-1010,6,10.156155
-1000,5,10.159154
-990,6,10.163151
-1010,6,10.166149
-980,5,10.169147
-1050,12,10.23411
-1050,8,10.239108
-990,6,10.244105
-1010,6,10.247103
-1000,7,10.251101
-1020,5,10.254099
-1160,19,10.264093
-1050,8,10.26809
-1010,6,10.272088
-1040,9,10.277086
-1030,6,10.280084
-1050,8,10.284082
-1030,8,10.290079
-1080,13,10.297074
-1030,6,10.301072
-1020,9,10.306069
-980,5,10.365035
-1000,5,10.368033
-1120,15,10.377028
-1020,7,10.382025
-1040,9,10.387022
-1000,5,10.390021
-1000,5,10.393018
-1040,5,10.395018
-1000,5,10.398016
-1080,11,10.404013
-1010,4,10.407011
-1020,7,10.411008
-1020,7,10.415006
-1050,10,10.421003
-1030,8,10.426
-1030,6,10.428998
-1030,10,10.436993
-1010,4,10.438992
-990,4,10.49496
-1080,11,10.499957
-1070,14,10.509951
-1050,8,10.514949
-1000,5,10.517947
-990,4,10.519946
-990,6,10.523943
-1020,7,10.527941
-1150,18,10.536936
-1000,5,10.539934
-1020,7,10.543932
-1000,5,10.54693
-1000,7,10.551927
-1030,8,10.555925
-1040,9,10.560922
-1010,8,10.565919
-1070,12,10.626884
-1030,8,10.630882
-1020,7,10.63588
-1010,6,10.639876
-1030,6,10.642875
-1060,9,10.647872
-1110,12,10.653868
-1140,19,10.664863
-1030,8,10.668861
-1040,7,10.672858
-1050,10,10.678854
-1030,8,10.683851
-1020,7,10.68785
-990,6,10.691847
-1010,6,10.694845
-1040,7,10.752811
-1090,14,10.760807
-1060,13,10.769802
-1000,5,10.771801
-1110,16,10.781795
-1050,12,10.788791
-990,6,10.792789
-980,5,10.795787
-1050,8,10.800784
-990,4,10.802783
-1110,14,10.809779
-1010,6,10.813776
-1000,7,10.817774
-1170,20,10.881737
-1010,8,10.887734
-1010,6,10.890732
-1060,11,10.897728
-1010,6,10.901726
-1070,10,10.907722
-1050,8,10.91172
-990,6,10.915718
-1100,13,10.921714
-1030,10,10.930709
-1070,10,10.935706
-1020,7,10.939704
-1100,13,10.9467
-1000,5,10.948699
-1040,9,11.007665
-1000,5,11.010663
-1060,11,11.018659
-990,6,11.022656
-1100,17,11.032651
-1060,13,11.041646
-1000,7,11.045644
-1070,8,11.049641
-1010,6,11.053639
-980,5,11.056637
-1000,5,11.058635
-1000,5,11.061634
-1000,7,11.066631
-1140,17,11.075626
-1010,8,11.080623
-1070,12,11.142587
-1060,9,11.147584
-1030,8,11.151582
-1040,11,11.158578
-1000,5,11.161577
-1060,11,11.167573
-1040,5,11.169572
-1010,8,11.175568
-1010,6,11.178567
-990,4,11.180565
-1000,5,11.184563
-1060,13,11.194557
-1030,6,11.197556
-1030,8,11.202553
-1150,20,11.215545
-1000,7,11.273512
-1030,8,11.278509
-1040,9,11.283506
-1050,6,11.286505
-1000,5,11.289503
-1000,7,11.2945
-1050,10,11.300496
-1000,5,11.303495
-990,6,11.308491
-1020,5,11.31049
-1070,12,11.317486
-1060,9,11.322484
-1030,6,11.325482
-970,4,11.328481
-1010,6,11.332479
-1010,4,11.334477
-980,5,11.336476
-1050,10,11.342472
-1000,5,11.34547
-1020,9,11.403437
-1030,8,11.409434
-1100,17,11.420428
-1020,7,11.425425
-1070,12,11.431422
-990,6,11.435419
-1010,6,11.438417
-1030,8,11.442414
-1020,5,11.445413
-1050,10,11.451409
-1030,8,11.455407
-1030,10,11.462403
-1050,10,11.4684
-990,6,11.472398
