#{"t_start": 1590692262.788145, "env_id": "zhedLevel6-v0"}
r,l,t 
-990,6,1504.578098
-970,4,1504.581096
-1050,12,1504.590091
-1040,11,1504.597087
-970,4,1504.600085
-970,4,1504.603084
-1010,8,1504.608082
-1040,11,1504.669046
-1040,11,1504.677041
-1190,26,1504.69603
-1000,7,1504.701027
-1030,10,1504.708023
-980,5,1504.711022
-980,5,1504.71502
-1170,24,1504.73201
-990,6,1504.737007
-1030,10,1504.744003
-970,4,1504.746001
-1480,55,1504.839948
-1090,16,1504.851941
-1410,48,1504.886921
-1250,32,1504.963876
-1000,7,1504.968874
-1010,8,1504.97487
-1040,11,1504.982866
-1010,8,1504.988862
-1010,8,1504.994859
-1020,9,1505.000855
-1060,13,1505.010849
-1000,7,1505.015846
-980,5,1505.018845
-990,6,1505.022842
-1030,10,1505.029838
-1050,12,1505.038833
-980,5,1505.042831
-1040,11,1505.103796
-980,5,1505.107794
-1080,15,1505.118787
-1050,12,1505.127783
-970,4,1505.129781
-970,4,1505.132779
-1040,11,1505.140775
-1100,17,1505.152767
-980,5,1505.156765
-1010,8,1505.162762
-990,6,1505.16676
-990,6,1505.171757
-1010,8,1505.176754
-1070,14,1505.187748
-980,5,1505.190747
-1060,13,1505.255709
-1020,9,1505.261706
-1080,15,1505.272699
-1000,7,1505.277696
-1000,7,1505.282693
-980,5,1505.286691
-1070,14,1505.296685
-980,5,1505.299683
-1060,13,1505.309677
-1000,7,1505.314674
-990,6,1505.318672
-980,5,1505.32167
-1000,7,1505.326668
-1100,17,1505.339661
-970,4,1505.342659
-970,4,1505.398626
-1100,17,1505.411619
-980,5,1505.415617
-1000,7,1505.420614
-1030,10,1505.427609
-1070,14,1505.437604
-970,4,1505.440603
-980,5,1505.443601
-1050,12,1505.452595
-1010,8,1505.458592
-1010,8,1505.464589
-970,4,1505.466588
-1010,8,1505.472584
-970,4,1505.475583
-1050,12,1505.483578
-990,6,1505.487575
-1100,17,1505.555536
-970,4,1505.558534
-980,5,1505.561532
-980,5,1505.56553
-1050,12,1505.574525
-1020,9,1505.580522
-1130,20,1505.595514
-970,4,1505.598511
-1010,8,1505.604508
-990,6,1505.608505
-980,5,1505.612503
-1000,7,1505.617501
-980,5,1505.621498
-990,6,1505.625495
-990,6,1505.629493
-1100,17,1505.694456
-1020,9,1505.700452
-970,4,1505.703451
-1130,20,1505.717442
-1020,9,1505.724438
-990,6,1505.728436
-990,6,1505.732434
-1180,25,1505.750423
-1010,8,1505.75642
-990,6,1505.760418
-1030,10,1505.767414
-1190,26,1505.839373
-1110,18,1505.852365
-990,6,1505.856363
-1020,9,1505.863359
-1000,7,1505.868356
-1010,8,1505.873353
-1110,18,1505.886346
-980,5,1505.890343
-990,6,1505.894341
-980,5,1505.898339
-1050,12,1505.907333
-970,4,1505.909332
-970,4,1505.912331
-1060,13,1505.922325
-1050,12,1505.983289
-1200,27,1506.003278
-970,4,1506.005277
-980,5,1506.009274
-1140,21,1506.024266
-1030,10,1506.031262
-1020,9,1506.038258
-1070,14,1506.048252
-970,4,1506.05125
-1230,30,1506.125208
-1090,16,1506.137201
-1010,8,1506.142198
-1120,19,1506.15619
-990,6,1506.160188
-970,4,1506.163187
-1480,55,1506.204163
-980,5,1506.207161
-1060,13,1506.269125
-1050,12,1506.27812
-990,6,1506.282118
-970,4,1506.285116
-1060,13,1506.294111
-970,4,1506.297109
-990,6,1506.301106
-970,4,1506.304105
-990,6,1506.308103
-1060,13,1506.317098
-1080,15,1506.328091
-980,5,1506.332089
-1010,8,1506.337086
-1010,8,1506.343082
-1040,11,1506.351078
-980,5,1506.354076
-1100,17,1506.419039
-1000,7,1506.424036
-970,4,1506.427034
-1140,21,1506.442026
-980,5,1506.446023
-980,5,1506.449022
-990,6,1506.453019
-970,4,1506.456018
-1090,16,1506.468011
-970,4,1506.470009
-1040,11,1506.478005
-970,4,1506.481003
-970,4,1506.484002
-980,5,1506.487
-970,4,1506.489998
-1020,9,1506.495995
-1050,12,1506.556959
-970,4,1506.559958
-1020,9,1506.565954
-970,4,1506.568953
-970,4,1506.571951
-1110,18,1506.584944
-1010,8,1506.59094
-1000,7,1506.595937
-970,4,1506.598936
-1010,8,1506.603933
-1070,14,1506.613927
-990,6,1506.618924
-1010,8,1506.623921
-970,4,1506.62692
-1000,7,1506.631917
-970,4,1506.634915
-970,4,1506.637913
-970,4,1506.639912
-1020,9,1506.698878
-1040,11,1506.706874
-1070,14,1506.716868
-1010,8,1506.722865
-1060,13,1506.732859
-980,5,1506.735857
-1000,7,1506.740854
-1070,14,1506.750848
-1030,10,1506.757844
-1050,12,1506.766839
-990,6,1506.770836
-1060,13,1506.780831
-1030,10,1506.787827
-990,6,1506.844794
-1060,13,1506.853789
-1010,8,1506.859785
-1050,12,1506.86878
-990,6,1506.872777
-1010,8,1506.878774
-1140,21,1506.893765
-980,5,1506.897763
-1050,12,1506.906758
-980,5,1506.909756
-1230,30,1506.931744
-1010,8,1506.98971
-980,5,1506.992709
-1060,13,1507.002703
-1010,8,1507.0077
-990,6,1507.012697
-1020,9,1507.018694
-1010,8,1507.024691
-1020,9,1507.030688
-970,4,1507.033685
-990,6,1507.037683
-1070,14,1507.047678
-1020,9,1507.054673
-970,4,1507.057672
-1070,14,1507.067666
-1020,9,1507.073663
-1130,20,1507.140624
-1090,16,1507.152617
-1000,7,1507.157614
-980,5,1507.160612
-980,5,1507.16461
-980,5,1507.167608
-1000,7,1507.172605
-1030,10,1507.179601
-1020,9,1507.186597
-970,4,1507.188596
-1110,18,1507.202588
-1220,29,1507.223576
-1110,18,1507.289538
-1200,27,1507.309526
-980,5,1507.313524
-990,6,1507.317522
-990,6,1507.321519
-970,4,1507.324518
-1010,8,1507.330514
-1030,10,1507.337511
-1000,7,1507.342508
-1030,10,1507.349503
-1040,11,1507.357499
-1020,9,1507.364495
-1080,15,1507.427458
-1110,18,1507.440451
-970,4,1507.443449
-1000,7,1507.448446
-980,5,1507.451445
-970,4,1507.454443
-1110,18,1507.467435
-970,4,1507.470434
-990,6,1507.474431
-1210,28,1507.495419
-980,5,1507.498418
-1100,17,1507.51141
-1010,8,1507.568377
-990,6,1507.572375
-970,4,1507.575374
-1010,8,1507.58137
-980,5,1507.584368
-1010,8,1507.590365
-1030,10,1507.597361
-970,4,1507.600359
-1000,7,1507.605356
-970,4,1507.608354
-970,4,1507.610353
-1040,11,1507.618348
-1000,7,1507.623346
-1030,10,1507.630342
-990,6,1507.634339
-1010,8,1507.640336
-1080,15,1507.65133
-1000,7,1507.656327
-970,4,1507.711295
-990,6,1507.716292
-970,4,1507.718291
-1070,14,1507.729285
-1090,16,1507.740278
-990,6,1507.745275
-990,6,1507.749273
-970,4,1507.751272
-970,4,1507.75427
-1000,7,1507.759267
-1040,11,1507.767263
-1020,9,1507.773259
-1000,7,1507.778256
-980,5,1507.781255
-970,4,1507.784253
-970,4,1507.787251
-1010,8,1507.792248
-1050,12,1507.853214
-1030,10,1507.861209
-1030,10,1507.868205
-970,4,1507.870203
-970,4,1507.873202
-1010,8,1507.878199
-990,6,1507.883196
-1020,9,1507.889193
-990,6,1507.89319
-1010,8,1507.899187
-980,5,1507.902185
-1000,7,1507.907182
-990,6,1507.91118
-970,4,1507.914179
-1030,10,1507.921174
-970,4,1507.924173
-990,6,1507.92817
-980,5,1507.931169
-970,4,1507.934167
-970,4,1507.937165
-1020,9,1507.995132
-970,4,1507.99813
-1000,7,1508.003127
-970,4,1508.006126
-1000,7,1508.011123
-980,5,1508.014121
-980,5,1508.018119
-970,4,1508.020118
-990,6,1508.025115
-1040,11,1508.03211
-1040,11,1508.040106
-1050,12,1508.049101
-1000,7,1508.054098
-1010,8,1508.059095
-970,4,1508.062093
-990,6,1508.066091
-1020,9,1508.073087
-990,6,1508.077085
-1000,7,1508.082082
-990,6,1508.138049
-970,4,1508.141048
-990,6,1508.145045
-990,6,1508.149043
-970,4,1508.152041
-970,4,1508.15504
-970,4,1508.158038
-1050,12,1508.166033
-1020,9,1508.17303
-1020,9,1508.179026
-980,5,1508.182024
-970,4,1508.185022
-970,4,1508.188021
-980,5,1508.191019
-1030,10,1508.198015
-990,6,1508.202013
-1000,7,1508.20701
-1050,12,1508.216005
-980,5,1508.219003
-1030,10,1508.278968
-990,6,1508.282966
-1040,11,1508.290961
-1040,11,1508.298957
-1200,27,1508.318946
-980,5,1508.321944
-1020,9,1508.32894
-1040,11,1508.336935
-980,5,1508.339934
-1010,8,1508.34593
-1020,9,1508.351926
-970,4,1508.354925
-990,6,1508.358922
-1000,7,1508.36392
-980,5,1508.366918
-1010,8,1508.424885
-970,4,1508.427883
-1020,9,1508.43388
-1050,12,1508.442875
-1030,10,1508.449871
-1050,12,1508.458865
-970,4,1508.461863
-1000,7,1508.46686
-1060,13,1508.475855
-1030,10,1508.482852
-1000,7,1508.487849
-1000,7,1508.492846
-970,4,1508.495844
-1030,10,1508.50284
-1060,13,1508.512834
-1190,26,1508.583793
-1120,19,1508.597785
-1040,11,1508.605781
-970,4,1508.608779
-980,5,1508.611777
-970,4,1508.614775
-1030,10,1508.621772
-970,4,1508.62477
-1020,9,1508.630766
-1010,8,1508.636763
-1010,8,1508.642759
-1130,20,1508.656751
-1000,7,1508.713719
-980,5,1508.717716
-990,6,1508.721714
-970,4,1508.724713
-1030,10,1508.731708
-1010,8,1508.737705
-1050,12,1508.7457
-1020,9,1508.752696
-1050,12,1508.760692
-1030,10,1508.768687
-970,4,1508.770686
-980,5,1508.774684
-980,5,1508.777682
-1070,14,1508.788675
-990,6,1508.792673
-1010,8,1508.797671
-1160,23,1508.86763
-970,4,1508.869629
-980,5,1508.873626
-970,4,1508.876624
-1010,8,1508.881622
-1100,17,1508.894614
-1000,7,1508.898612
-970,4,1508.90161
-1050,12,1508.910605
-980,5,1508.913603
-980,5,1508.917601
-1090,16,1508.928595
-970,4,1508.931593
-1030,10,1508.938589
-990,6,1508.942587
-1150,22,1509.011548
-970,4,1509.013546
-970,4,1509.016544
-980,5,1509.020542
-1040,11,1509.028538
-1280,35,1509.054523
-1030,10,1509.061519
-1220,29,1509.082507
-980,5,1509.086504
-1040,11,1509.14647
-1150,22,1509.16246
-1110,18,1509.175452
-970,4,1509.178451
-970,4,1509.181449
-1050,12,1509.189445
-1040,11,1509.19744
-1020,9,1509.204436
-1090,16,1509.21543
-990,6,1509.220427
-980,5,1509.223425
-1000,7,1509.228422
-990,6,1509.23242
-1040,11,1509.293385
-1070,14,1509.30338
-1070,14,1509.313374
-970,4,1509.316371
-1070,14,1509.326366
-980,5,1509.330364
-1010,8,1509.335361
-1010,8,1509.341357
-1090,16,1509.35335
-980,5,1509.357348
-1210,28,1509.377337
-990,6,1509.434303
-990,6,1509.438301
-1030,10,1509.445297
-1300,37,1509.472282
-1020,9,1509.479278
-980,5,1509.482276
-1060,13,1509.49227
-1000,7,1509.497267
-970,4,1509.499266
-1020,9,1509.505263
-980,5,1509.509261
-1280,35,1509.586216
-990,6,1509.591213
-1200,27,1509.611201
-1000,7,1509.615199
-980,5,1509.619197
-1080,15,1509.63019
-1060,13,1509.640186
-1050,12,1509.64818
-1010,8,1509.654177
-990,6,1509.658175
-980,5,1509.661173
-1000,7,1509.66617
-1040,11,1509.727135
-1060,13,1509.736131
-1010,8,1509.742127
-1050,12,1509.751122
-1050,12,1509.759117
-1100,17,1509.77211
-1160,23,1509.7891
-1010,8,1509.794097
-1030,10,1509.802092
-1080,15,1509.813086
-970,4,1509.868054
-1040,11,1509.87605
-1020,9,1509.883045
-970,4,1509.885044
-1050,12,1509.894039
-970,4,1509.897038
-1120,19,1509.911029
-970,4,1509.913028
-1050,12,1509.922023
-1010,8,1509.92802
-1060,13,1509.937014
-1010,8,1509.943011
-1070,14,1509.953005
-1160,23,1510.021966
-1020,9,1510.028961
-980,5,1510.03196
-1150,22,1510.047951
-980,5,1510.051948
-1000,7,1510.055946
-1030,10,1510.062942
-1070,14,1510.073936
-1250,32,1510.096922
-980,5,1510.10092
-1010,8,1510.157887
-1030,10,1510.164883
-1050,12,1510.173878
-990,6,1510.177876
-1010,8,1510.183872
-1060,13,1510.192867
-1040,11,1510.200863
-1070,14,1510.210856
-990,6,1510.214854
-1070,14,1510.224849
-1060,13,1510.234843
-1040,11,1510.242838
-1030,10,1510.301804
-990,6,1510.306802
-1060,13,1510.315796
-980,5,1510.319794
-980,5,1510.322792
-1060,13,1510.332787
-1060,13,1510.341781
-980,5,1510.345779
-1000,7,1510.349777
-1000,7,1510.354774
-980,5,1510.358772
-1020,9,1510.364769
-990,6,1510.368766
-1060,13,1510.37876
-970,4,1510.380759
-1040,11,1510.388754
-1020,9,1510.44772
-990,6,1510.451718
-980,5,1510.454717
-970,4,1510.457715
-980,5,1510.461712
-1150,22,1510.477703
-1070,14,1510.487698
-1050,12,1510.496692
-1310,38,1510.524676
-970,4,1510.527675
-980,5,1510.531673
-1060,13,1510.593637
-980,5,1510.597634
-1090,16,1510.608628
-990,6,1510.613625
-1040,11,1510.62162
-970,4,1510.623619
-1080,15,1510.634613
-970,4,1510.637611
-1020,9,1510.644607
-1070,14,1510.654601
-970,4,1510.6566
-980,5,1510.660598
-970,4,1510.663596
-970,4,1510.666595
-990,6,1510.670592
-1010,8,1510.676588
-980,5,1510.731557
-990,6,1510.736555
-1080,15,1510.746548
-1040,11,1510.754544
-970,4,1510.757542
-1190,26,1510.776531
-980,5,1510.780529
-1010,8,1510.785526
-980,5,1510.789524
-1010,8,1510.795521
-1160,23,1510.811512
-970,4,1510.814509
-970,4,1510.817508
-990,6,1510.821506
-1060,13,1510.88347
-1020,9,1510.890465
-1010,8,1510.895463
-1020,9,1510.902459
-1150,22,1510.918449
-1020,9,1510.925446
-990,6,1510.929443
-1460,53,1510.96942
-1120,19,1511.036381
-1020,9,1511.042378
-1080,15,1511.053371
-1440,51,1511.09135
-1110,18,1511.105342
-1110,18,1511.170305
-1010,8,1511.176302
-970,4,1511.178301
-1120,19,1511.193291
-1030,10,1511.200288
-970,4,1511.202287
-1010,8,1511.208283
-1040,11,1511.216278
-1240,31,1511.239265
-980,5,1511.242263
-1310,38,1511.323217
-970,4,1511.326215
-1140,21,1511.341206
-980,5,1511.344205
-1200,27,1511.364193
-980,5,1511.368191
-1090,16,1511.379184
-1170,24,1511.397174
-1070,14,1511.407168
-1050,12,1511.468133
-980,5,1511.471131
-1050,12,1511.480126
-1180,25,1511.498115
-1030,10,1511.506111
-970,4,1511.50811
-1200,27,1511.528098
-1100,17,1511.541091
-1190,26,1511.612051
-1330,40,1511.641034
-970,4,1511.644032
-1040,11,1511.652027
-1060,13,1511.661022
-1240,31,1511.684009
-1060,13,1511.693004
-970,4,1511.696002
-990,6,1511.75197
-1080,15,1511.762964
-1160,23,1511.779953
-1000,7,1511.784951
-980,5,1511.788949
-980,5,1511.791947
-1000,7,1511.796944
-1110,18,1511.809937
-1020,9,1511.815933
-1180,25,1511.834922
-1070,14,1511.896886
-1070,14,1511.906881
-970,4,1511.909879
-1040,11,1511.917874
-1110,18,1511.930866
-990,4,1511.933865
-1190,26,1511.952854
-1070,14,1511.962848
-1140,21,1511.977839
-1010,8,1511.983836
-970,4,1511.986835
-1050,12,1512.0478
-990,6,1512.051798
-1090,16,1512.063791
-1030,10,1512.070786
-1020,9,1512.076784
-1070,14,1512.087777
-1050,12,1512.095773
-1140,21,1512.111763
-1060,13,1512.120758
-1130,20,1512.187719
-1010,8,1512.193715
-970,4,1512.196713
-990,6,1512.200711
-980,5,1512.20471
-1100,17,1512.216703
-1030,10,1512.224698
-970,4,1512.227696
-1130,20,1512.241688
-980,5,1512.245686
-1120,19,1512.259677
-1130,20,1512.274669
-1060,13,1512.336633
-1030,10,1512.343629
-1000,7,1512.348626
-1010,8,1512.354623
-1040,11,1512.362618
-990,6,1512.366616
-1070,14,1512.37661
-980,5,1512.379609
-1020,9,1512.386604
-1060,13,1512.395599
-1080,15,1512.406593
-1160,23,1512.423583
-1230,30,1512.49854
-990,6,1512.502537
-980,5,1512.505536
-1100,17,1512.518529
-1190,26,1512.537518
-970,4,1512.539517
-1060,13,1512.549511
-1090,16,1512.560505
-1100,17,1512.625467
-1010,8,1512.631464
-1090,16,1512.642457
-990,6,1512.647454
-1020,9,1512.653452
-990,6,1512.657449
-1060,13,1512.667443
-970,4,1512.670442
-970,4,1512.67244
-1060,13,1512.682435
-1000,7,1512.687432
-1030,10,1512.694427
-1020,9,1512.701424
-1070,14,1512.711418
-980,5,1512.767386
-980,5,1512.770383
-1070,14,1512.780378
-970,4,1512.783376
-970,4,1512.786374
-980,5,1512.789373
-1040,11,1512.797368
-1040,11,1512.805364
-1110,18,1512.818356
-990,6,1512.822354
-990,6,1512.826351
-1020,9,1512.833347
-980,5,1512.836345
-970,4,1512.839344
-1060,13,1512.848339
-980,5,1512.852337
-1100,17,1512.9163
-1000,7,1512.921297
-1040,11,1512.929293
-980,5,1512.93329
-980,5,1512.936288
-1000,7,1512.941285
-1060,13,1512.95028
-1010,8,1512.956277
-1020,9,1512.963273
-980,5,1512.966271
-980,5,1512.970269
-1050,12,1512.978265
-980,5,1512.981263
-1050,12,1512.990258
-1130,20,1513.057218
-970,4,1513.060217
-970,4,1513.062216
-1040,11,1513.070211
-1010,8,1513.076208
-1050,12,1513.085202
-970,4,1513.087201
-1010,8,1513.093199
-980,5,1513.096196
-980,5,1513.100194
-1050,12,1513.108189
-1040,11,1513.116185
-1010,8,1513.122181
-1010,8,1513.128178
-980,5,1513.131176
-970,4,1513.134175
-970,4,1513.136173
-980,5,1513.140171
-990,6,1513.197138
-980,5,1513.200136
-1000,7,1513.205133
-1020,9,1513.21113
-990,6,1513.215128
-980,5,1513.219125
-990,6,1513.223123
-1020,9,1513.230119
-970,4,1513.232118
-990,6,1513.236115
-1030,10,1513.244111
-970,4,1513.24611
-1040,11,1513.254105
-1030,10,1513.261101
-1060,13,1513.271096
-980,5,1513.275093
-990,6,1513.279091
-1020,9,1513.285088
-980,5,1513.341055
-990,6,1513.345053
-1180,25,1513.364042
-1070,14,1513.374036
-970,4,1513.377035
-1150,22,1513.393025
-1000,7,1513.398022
-970,4,1513.400021
-980,5,1513.404019
-1090,16,1513.415013
-1000,7,1513.42001
-980,5,1513.424007
-1190,26,1513.494967
-1000,7,1513.499964
-1000,7,1513.504961
-1030,10,1513.511957
-990,6,1513.516954
-1150,22,1513.532945
-1070,14,1513.542939
-1020,9,1513.548936
-1080,15,1513.559929
-1030,10,1513.566925
-1080,15,1513.629889
-970,4,1513.632887
-1000,7,1513.637884
-980,5,1513.641882
-990,6,1513.64588
-1000,7,1513.650877
-990,6,1513.654875
-980,5,1513.657873
-970,4,1513.660871
-990,6,1513.664869
-980,5,1513.668866
-1220,29,1513.689854
-980,5,1513.692852
-970,4,1513.695851
-1150,22,1513.712842
-1010,8,1513.717839
-970,4,1513.772807
-980,5,1513.776804
-990,6,1513.780803
-970,4,1513.7838
-1150,22,1513.799791
-1010,8,1513.804788
-1040,11,1513.812784
-970,4,1513.815782
-990,6,1513.81978
-1010,8,1513.824777
-970,4,1513.827775
-990,6,1513.831773
-970,4,1513.834771
-980,5,1513.83777
-1030,10,1513.844765
-1010,8,1513.850762
-1040,11,1513.858757
-1140,21,1513.925719
-980,5,1513.929717
-1040,11,1513.936713
-1000,7,1513.94171
-980,5,1513.945707
-1010,8,1513.950705
-1260,33,1513.97469
-970,4,1513.977689
-1360,43,1514.061641
-1040,11,1514.069636
-1030,10,1514.076632
-1140,21,1514.092623
-970,4,1514.094621
-990,6,1514.098619
-1050,12,1514.107614
-1050,12,1514.116609
-970,4,1514.119607
-990,6,1514.123605
-1170,24,1514.140595
-1110,18,1514.206557
-980,5,1514.210555
-1020,9,1514.216552
-1080,15,1514.227545
-990,6,1514.231543
-1020,9,1514.238539
-1000,7,1514.243536
-1030,10,1514.250532
-1010,8,1514.256528
-1010,8,1514.262525
-1020,9,1514.268521
-1000,7,1514.27352
-970,4,1514.276517
-990,6,1514.280514
-1080,15,1514.291508
-970,4,1514.346477
-1000,7,1514.351474
-1080,15,1514.362468
-980,5,1514.366465
-1030,10,1514.373461
-990,6,1514.377459
-970,4,1514.380457
-970,4,1514.383455
-970,4,1514.385454
-980,5,1514.389452
-990,6,1514.39345
-1030,10,1514.401445
-1090,16,1514.412439
-1000,7,1514.417436
-1020,9,1514.423432
-1020,9,1514.430428
-1020,9,1514.436425
-970,4,1514.492393
-980,5,1514.495391
-1000,7,1514.500388
-1000,7,1514.505385
-1030,10,1514.513381
-970,4,1514.515379
-980,5,1514.519377
-1010,8,1514.525374
-1000,7,1514.529372
-980,5,1514.533369
-1000,7,1514.538366
-1030,10,1514.545362
-990,6,1514.54936
-970,4,1514.552358
-980,5,1514.555357
-990,6,1514.559354
-1040,11,1514.56735
-1050,12,1514.575345
-1020,9,1514.634311
-1010,8,1514.640308
-980,5,1514.644305
-970,4,1514.647303
-1010,8,1514.652301
-980,5,1514.656298
-970,4,1514.659297
-970,4,1514.662295
-970,4,1514.664294
-1040,11,1514.673289
-980,5,1514.676287
-1060,13,1514.686281
-1020,9,1514.692278
-1010,8,1514.698275
-980,5,1514.701273
-990,6,1514.70627
-1000,7,1514.711267
-980,5,1514.714265
-1010,8,1514.720261
-990,6,1514.724259
-970,4,1514.779227
-970,4,1514.782226
-970,4,1514.785224
-990,6,1514.789222
-990,6,1514.793219
-1040,11,1514.801215
-980,5,1514.805212
-1010,8,1514.810209
-990,6,1514.815207
-990,6,1514.819204
-1090,16,1514.830198
-980,5,1514.834196
-1080,15,1514.84519
-990,6,1514.849187
-980,5,1514.852185
-1030,10,1514.859181
-1040,11,1514.867177
-1010,8,1514.926143
-1020,9,1514.932139
-970,4,1514.935138
-970,4,1514.938136
-1050,12,1514.947131
-1020,9,1514.953127
-1090,16,1514.96512
-970,4,1514.968119
-970,4,1514.971117
-970,4,1514.974115
-990,6,1514.978113
-980,5,1514.981111
-970,4,1514.98411
-970,4,1514.987108
-970,4,1514.989107
-1000,7,1514.994104
-1010,8,1515.0001
-980,5,1515.003099
-1030,10,1515.010095
-970,4,1515.065063
-1050,12,1515.074058
-1020,9,1515.081053
-1000,7,1515.086051
-980,5,1515.089049
-1020,9,1515.095046
-990,6,1515.100043
-990,6,1515.10404
-970,4,1515.107038
-990,6,1515.111037
-1000,7,1515.116034
-980,5,1515.119032
-980,5,1515.12203
-990,6,1515.126028
-970,4,1515.129026
-990,6,1515.133024
-1020,9,1515.14002
-990,6,1515.144017
-1010,8,1515.150014
-1070,14,1515.212978
-1030,10,1515.219974
-970,4,1515.222972
-1130,20,1515.237963
-1010,8,1515.24396
-970,4,1515.245959
-1000,7,1515.250956
-1030,10,1515.257952
-1100,17,1515.270944
-1020,9,1515.276941
-970,4,1515.279939
-1040,11,1515.287935
-1220,29,1515.362891
-990,6,1515.366889
-1180,25,1515.385878
-970,4,1515.387878
-970,4,1515.390876
-970,4,1515.393873
-980,5,1515.396872
-1050,12,1515.405867
-1030,10,1515.412863
-990,6,1515.416861
-990,6,1515.420858
-1090,16,1515.432851
-1090,16,1515.444844
-1010,8,1515.502811
-1030,10,1515.509807
-980,5,1515.513805
-1010,8,1515.518802
-1020,9,1515.525798
-990,6,1515.529796
-1070,14,1515.53979
-1010,8,1515.545786
-1010,8,1515.551783
-1070,14,1515.561778
-990,6,1515.565775
-1130,20,1515.580766
-1130,20,1515.647728
-970,4,1515.650726
-970,4,1515.653724
-1090,16,1515.664718
-1000,7,1515.669715
-970,4,1515.672713
-970,4,1515.674712
-1110,18,1515.687705
-990,6,1515.692702
-1020,9,1515.698699
-970,4,1515.701697
-970,4,1515.703696
-980,5,1515.707693
-970,4,1515.709692
-990,6,1515.71369
-970,4,1515.716688
-1070,14,1515.726682
-990,6,1515.731679
-1030,10,1515.791645
-1010,8,1515.796642
-970,4,1515.79964
-970,4,1515.802638
-970,4,1515.805637
-980,5,1515.808635
-1000,7,1515.813632
-1110,18,1515.826625
-1000,7,1515.831621
-980,5,1515.835619
-980,5,1515.838618
-1050,12,1515.847612
-970,4,1515.849611
-970,4,1515.852609
-980,5,1515.855608
-970,4,1515.858606
-990,6,1515.862604
-1020,9,1515.8696
-980,5,1515.872598
-980,5,1515.928566
-1010,8,1515.933563
-1040,11,1515.941558
-980,5,1515.945556
-970,4,1515.947555
-970,4,1515.950553
-970,4,1515.953552
-1000,7,1515.958549
-1030,10,1515.965545
-970,4,1515.968544
-1060,13,1515.977539
-1000,7,1515.982535
-980,5,1515.986533
-970,4,1515.989532
-1030,10,1515.996527
-980,5,1515.999526
-1010,8,1516.005522
-1030,10,1516.012518
-970,4,1516.015516
-990,6,1516.071484
-980,5,1516.075482
-990,6,1516.07948
-990,6,1516.083477
-1070,14,1516.09447
-990,6,1516.098468
-970,4,1516.100467
-1020,9,1516.107463
-970,4,1516.110461
-1030,10,1516.117457
-1000,7,1516.121455
-1110,18,1516.135447
-990,6,1516.139445
-990,6,1516.143442
-980,5,1516.14744
-990,6,1516.151438
-1020,9,1516.157434
-1010,8,1516.215402
-1040,11,1516.223397
-970,4,1516.226395
-970,4,1516.229393
-970,4,1516.231392
-1010,8,1516.237388
-990,6,1516.241386
-1000,7,1516.246383
-970,4,1516.249381
-980,5,1516.252379
-980,5,1516.256377
-990,6,1516.260375
-1000,7,1516.265372
-990,6,1516.26937
-980,5,1516.273367
-970,4,1516.275366
-970,4,1516.278364
-1280,35,1516.353322
-1020,9,1516.360318
-1000,7,1516.365315
-1070,14,1516.375309
-1000,7,1516.380306
-980,5,1516.383304
-980,5,1516.387302
-980,5,1516.3903
-970,4,1516.393299
-1010,8,1516.399295
-1010,8,1516.404292
-1010,8,1516.410289
-1140,21,1516.42528
-1020,9,1516.431277
-1020,9,1516.438273
-990,6,1516.442271
-970,4,1516.497239
-970,4,1516.500237
-1040,11,1516.508232
-970,4,1516.51123
-990,6,1516.515228
-970,4,1516.517227
-1010,8,1516.523224
-980,5,1516.527221
-970,4,1516.52922
-980,5,1516.533218
-970,4,1516.535217
-980,5,1516.539214
-970,4,1516.542213
-970,4,1516.544212
-1010,8,1516.550208
-990,6,1516.555205
-970,4,1516.557204
-980,5,1516.561202
-980,5,1516.5642
-980,5,1516.568198
-990,6,1516.572196
-980,5,1516.575194
-1020,9,1516.58119
-980,5,1516.585188
-980,5,1516.641156
-990,6,1516.647153
-970,4,1516.649152
-970,4,1516.65215
-1000,7,1516.657147
-1040,11,1516.665142
-1030,10,1516.672139
-1010,8,1516.678135
-970,4,1516.681134
-1030,10,1516.688129
-970,4,1516.691128
-1030,10,1516.698123
-980,5,1516.702121
-980,5,1516.705119
-990,6,1516.709117
-980,5,1516.713115
-990,6,1516.717113
-970,4,1516.720111
-970,4,1516.723109
-1060,13,1516.785073
-1040,11,1516.792069
-970,4,1516.795067
-970,4,1516.798065
-1010,8,1516.803063
-1000,7,1516.809059
-1050,12,1516.817055
-980,5,1516.821053
-1000,7,1516.82605
-1000,7,1516.831047
-970,4,1516.833046
-980,5,1516.837044
-1010,8,1516.84204
-980,5,1516.846038
-1000,7,1516.851035
-980,5,1516.854033
-1050,12,1516.863028
-1030,10,1516.870024
-990,6,1516.926991
-990,6,1516.930989
-1040,11,1516.938985
-1070,14,1516.948978
-990,6,1516.952976
-980,5,1516.956975
-970,4,1516.959972
-1000,7,1516.964969
-980,5,1516.967968
-1060,13,1516.977962
-980,5,1516.98096
-990,6,1516.984958
-970,4,1516.987956
-970,4,1516.990954
-980,5,1516.993953
-970,4,1516.996951
-1010,8,1517.001948
-970,4,1517.004946
-980,5,1517.008944
-980,5,1517.011942
-990,6,1517.06791
-990,6,1517.072908
-980,5,1517.075906
-970,4,1517.078904
-1020,9,1517.084901
-1000,7,1517.090897
-990,6,1517.094895
-1050,12,1517.10289
