1,1,28,5496,2
2,1,37,7016,2
3,2,30,9400,3
4,2,27,14504,4
5,4,47,195680,52
6,4,36,451176,287
7,5,37,733632,193
8,6,161,21139968,6069
9,5,50,3371984,900
10,5,42,2019512,626
11,6,63,3051680,466
12,6,121,24629064,5434
13,8,15095,2999579816,582835
14,9,n/a,n/a,n/a
15,8,n/a,n/a,n/a
16,7,78,5584440,562
17,7,1165,98983672,34332
18,8,6922,1950897072,217942
19,8,8282,1931210112,376609
20,9,18797,3537137640,909830
21,8,4107,717781480,195317
22,9,n/a,n/a,n/a
23,9,n/a,n/a,n/a
24,9,n/a,n/a,n/a
